epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,5.00947,16.1603,4.48394,2.23499,0.05154,0.03968,0.0204,0.00472,17.8088,9.75703,1.83587,0.19005,5e-05,5e-05
2,9.62486,15.2531,2.35827,1.83467,0.04366,0.03144,0.01505,0.00321,18.9464,23.9994,1.82183,0.17811,0.00010967,0.00010967
3,13.8029,14.6129,2.06083,1.89385,0.0428,0.03062,0.01468,0.00323,18.3797,21.2333,1.79433,0.166169,0.00016898,0.00016898
4,17.9377,13.6119,1.99987,1.83048,0.08479,0.04544,0.03067,0.00619,17.6255,14.6989,1.77985,0.154228,0.00022793,0.00022793
5,22.3321,14.1088,1.95305,1.80846,0.04927,0.03515,0.01735,0.00396,18.2197,18.5086,1.76764,0.142287,0.00028652,0.00028652
6,26.3667,13.0986,1.87766,1.79469,0.01918,0.02677,0.01148,0.00256,17.884,31.6552,1.78014,0.130345,0.00034475,0.00034475
7,30.5035,13.8786,2.00893,1.79356,0.04345,0.03748,0.02146,0.00403,18.7041,23.1238,1.77245,0.118403,0.00040262,0.00040262
8,34.6072,13.0269,1.8826,1.81282,0.13195,0.06576,0.04856,0.01145,16.5957,18.9299,1.75291,0.10646,0.00046013,0.00046013
9,38.8092,13.066,1.73512,1.78987,0.07489,0.05162,0.03252,0.00863,17.1848,9.67012,1.72348,0.0945173,0.00051728,0.00051728
10,43.0061,13.433,1.80073,1.84911,0.16686,0.08361,0.06835,0.01744,15.1788,5.92735,1.68831,0.0825741,0.00057407,0.00057407
11,47.1064,12.6454,1.5701,1.79039,0.15279,0.08759,0.05932,0.01346,15.1697,2.92609,1.68153,0.0706305,0.0006305,0.0006305
12,51.1746,13.2355,1.71259,1.80985,0.21052,0.10008,0.07877,0.01896,15.0114,3.39326,1.68118,0.0586866,0.00068657,0.00068657
13,55.3254,12.5226,1.63669,1.76357,0.23161,0.10557,0.08825,0.02332,14.7745,3.34559,1.6939,0.0467423,0.00074228,0.00074228
14,59.5542,12.5879,1.61772,1.75332,0.19791,0.09888,0.07937,0.02014,14.7785,2.82986,1.68983,0.0347976,0.00079763,0.00079763
15,63.449,12.209,1.53926,1.73803,0.25616,0.13358,0.11098,0.02836,13.6397,2.79218,1.67653,0.0228526,0.00085262,0.00085262
16,67.569,12.866,1.5613,1.73258,0.17369,0.07688,0.0595,0.01523,15.2442,2.16427,1.68567,0.0109073,0.00090725,0.00090725
17,71.3776,12.7572,1.6384,1.75826,0.19202,0.07935,0.06516,0.0182,15.1852,2.25689,1.68977,0.000952,0.000952,0.000952
18,75.49,12.2613,1.64503,1.8067,0.24078,0.1123,0.0996,0.02807,14.148,2.40748,1.67175,0.000949,0.000949,0.000949
19,79.4262,12.7421,1.70767,1.74295,0.25219,0.13509,0.1131,0.03164,13.315,2.32311,1.65639,0.000946,0.000946,0.000946
20,83.5759,12.5295,1.54279,1.74478,0.29473,0.16351,0.15001,0.04512,12.8488,2.10835,1.66985,0.000943,0.000943,0.000943
21,87.5715,12.2971,1.59924,1.73803,0.31872,0.16131,0.15726,0.04571,12.9061,1.81556,1.66178,0.00094,0.00094,0.00094
22,91.6853,12.5345,1.76275,1.72656,0.31816,0.15692,0.15325,0.04494,12.8779,1.84111,1.65694,0.000937,0.000937,0.000937
23,95.6367,12.3516,1.49429,1.72367,0.32333,0.16818,0.16456,0.04883,12.7662,2.35624,1.66291,0.000934,0.000934,0.000934
24,99.7713,12.4264,1.57424,1.75552,0.33778,0.17298,0.17245,0.05263,12.7217,1.84429,1.65058,0.000931,0.000931,0.000931
25,103.826,12.5358,1.68526,1.71415,0.34457,0.17733,0.17812,0.05426,12.6172,1.8358,1.64985,0.000928,0.000928,0.000928
26,108.181,11.7459,1.56583,1.77366,0.37704,0.17861,0.18196,0.05297,12.6164,2.55947,1.66525,0.000925,0.000925,0.000925
27,112.106,12.0414,1.76046,1.75177,0.38557,0.1701,0.17878,0.05099,12.5532,1.67261,1.64259,0.000922,0.000922,0.000922
28,116.032,13.1049,1.86518,1.76093,0.36864,0.16914,0.16762,0.05058,12.6769,1.76072,1.66918,0.000919,0.000919,0.000919
29,119.893,11.8201,1.48882,1.74818,0.36483,0.17106,0.17164,0.05178,12.6019,1.98412,1.66238,0.000916,0.000916,0.000916
30,123.979,12.56,1.63813,1.78913,0.32625,0.15472,0.14985,0.04152,13.2241,1.9317,1.63895,0.000913,0.000913,0.000913
31,127.989,12.2427,1.64609,1.71754,0.34363,0.1702,0.16767,0.0492,12.5542,1.92708,1.63943,0.00091,0.00091,0.00091
32,131.914,11.652,1.54346,1.78029,0.34152,0.17765,0.17449,0.05228,12.3533,1.83961,1.64128,0.000907,0.000907,0.000907
33,135.783,12.3224,1.52609,1.71943,0.33923,0.16008,0.16188,0.04667,12.7511,1.59557,1.64026,0.000904,0.000904,0.000904
34,139.941,11.7406,1.48508,1.72153,0.39896,0.16433,0.17671,0.05642,12.3226,1.49595,1.6476,0.000901,0.000901,0.000901
35,144.027,12.2663,1.59416,1.71839,0.39256,0.17504,0.18488,0.0581,12.2365,1.4712,1.64698,0.000898,0.000898,0.000898
36,148.097,12.091,1.5822,1.71878,0.37094,0.17216,0.18115,0.05629,12.2837,1.5282,1.65429,0.000895,0.000895,0.000895
37,151.963,11.8018,1.46372,1.70092,0.3441,0.16941,0.16934,0.05077,12.5627,1.56369,1.66982,0.000892,0.000892,0.000892
38,156.177,11.8805,1.48061,1.74547,0.37361,0.18012,0.18576,0.05586,12.3092,1.54167,1.65532,0.000889,0.000889,0.000889
39,160.106,11.8325,1.54621,1.73094,0.36951,0.16516,0.16433,0.04755,12.9829,1.85421,1.69444,0.000886,0.000886,0.000886
40,164.098,12.004,1.51029,1.70284,0.39629,0.17683,0.18622,0.05555,12.4356,1.59678,1.66941,0.000883,0.000883,0.000883
41,167.95,11.2608,1.43926,1.74579,0.39808,0.17628,0.18506,0.05615,12.2999,1.57841,1.66881,0.00088,0.00088,0.00088
42,172.059,11.6704,1.70617,1.69054,0.36712,0.1635,0.16845,0.05102,12.8447,1.86936,1.69134,0.000877,0.000877,0.000877
43,175.978,11.8361,1.49049,1.73082,0.35679,0.17111,0.17486,0.05587,12.4781,2.10523,1.66657,0.000874,0.000874,0.000874
44,179.803,11.5416,1.41164,1.73962,0.3815,0.17971,0.18627,0.05829,12.2704,2.14994,1.66596,0.000871,0.000871,0.000871
45,183.919,11.3979,1.49027,1.72249,0.37206,0.18172,0.18844,0.05942,12.1833,2.06591,1.66259,0.000868,0.000868,0.000868
46,188.142,11.865,1.58065,1.7651,0.37343,0.18026,0.19232,0.06226,11.8451,1.62823,1.63803,0.000865,0.000865,0.000865
47,192.225,11.6221,1.50153,1.78929,0.38921,0.17216,0.18357,0.05974,12.1862,1.55149,1.65652,0.000862,0.000862,0.000862
48,196.173,11.4525,1.36437,1.76026,0.3772,0.16969,0.17613,0.05593,12.2371,1.5616,1.65697,0.000859,0.000859,0.000859
49,200.092,12.2957,1.60423,1.6998,0.40362,0.1771,0.19198,0.06075,12.0625,1.4862,1.63324,0.000856,0.000856,0.000856
50,204.342,12.6997,1.60389,1.69439,0.37404,0.17449,0.17743,0.0553,12.2483,1.607,1.66187,0.000853,0.000853,0.000853
51,208.209,11.5163,1.41343,1.73268,0.37945,0.17875,0.18673,0.05767,12.289,1.57949,1.6637,0.00085,0.00085,0.00085
52,212.09,11.4454,1.43548,1.71473,0.3809,0.1679,0.18091,0.05461,12.1066,1.43048,1.63368,0.000847,0.000847,0.000847
53,216.134,12.019,1.54267,1.69722,0.37802,0.17205,0.18237,0.05613,12.033,1.43185,1.63553,0.000844,0.000844,0.000844
54,220.221,11.5646,1.48121,1.70125,0.37085,0.18342,0.19235,0.06247,11.9093,1.52124,1.63517,0.000841,0.000841,0.000841
55,224.485,12.1018,1.50075,1.74552,0.37168,0.18108,0.18959,0.06218,11.8835,1.46825,1.63205,0.000838,0.000838,0.000838
56,228.448,10.7805,1.33927,1.68447,0.41919,0.17985,0.1975,0.06534,11.7784,1.40058,1.63378,0.000835,0.000835,0.000835
57,232.461,11.0734,1.45341,1.74734,0.43442,0.17779,0.19842,0.06503,11.8427,1.39913,1.63834,0.000832,0.000832,0.000832
58,236.603,11.4267,1.43514,1.73526,0.42512,0.18053,0.20334,0.06382,11.9451,1.40199,1.6376,0.000829,0.000829,0.000829
59,240.619,11.3105,1.38298,1.73218,0.42256,0.18746,0.20988,0.0659,11.9276,1.39828,1.64037,0.000826,0.000826,0.000826
60,244.853,11.4911,1.44539,1.72359,0.38483,0.19206,0.20173,0.06498,11.8047,1.47849,1.63934,0.000823,0.000823,0.000823
61,248.841,11.2073,1.47984,1.76233,0.37439,0.1885,0.19523,0.06001,12.0062,1.55236,1.63202,0.00082,0.00082,0.00082
62,253.001,11.5279,1.51627,1.6545,0.39435,0.19179,0.19885,0.06198,11.774,1.47944,1.6232,0.000817,0.000817,0.000817
63,256.85,12.491,1.58078,1.6828,0.39457,0.18904,0.19683,0.06145,11.7776,1.46026,1.62553,0.000814,0.000814,0.000814
64,260.931,11.2457,1.39683,1.67752,0.39855,0.18808,0.19873,0.06207,12.0946,1.47991,1.63811,0.000811,0.000811,0.000811
65,264.802,11.6411,1.4925,1.72364,0.40478,0.19028,0.20297,0.06436,11.9738,1.48286,1.63225,0.000808,0.000808,0.000808
66,268.951,11.728,1.52107,1.72361,0.38352,0.19405,0.2007,0.06494,11.906,1.51176,1.63868,0.000805,0.000805,0.000805
67,272.887,10.9959,1.3873,1.74747,0.36133,0.18342,0.18597,0.06002,12.1468,1.61831,1.64912,0.000802,0.000802,0.000802
68,276.884,11.8563,1.50207,1.68172,0.38019,0.18575,0.19702,0.06048,12.0432,1.62248,1.63331,0.000799,0.000799,0.000799
69,280.865,11.7611,1.47036,1.70794,0.39162,0.19138,0.20508,0.06421,11.8616,1.60248,1.63008,0.000796,0.000796,0.000796
70,284.97,11.1185,1.32949,1.70569,0.398,0.18451,0.19984,0.06088,11.9884,1.4315,1.62522,0.000793,0.000793,0.000793
71,288.922,11.0487,1.33751,1.69332,0.41098,0.19179,0.20488,0.06425,11.8039,1.49325,1.6294,0.00079,0.00079,0.00079
72,292.992,11.4714,1.48346,1.70563,0.40493,0.19316,0.20256,0.06273,11.7647,1.46257,1.63086,0.000787,0.000787,0.000787
73,296.857,11.607,1.46634,1.68353,0.38234,0.19001,0.19717,0.0611,11.8071,1.41002,1.63426,0.000784,0.000784,0.000784
74,300.99,11.8646,1.46004,1.70476,0.39335,0.19481,0.2076,0.0664,11.6775,1.41007,1.63664,0.000781,0.000781,0.000781
75,305.255,10.6919,1.29427,1.6762,0.4013,0.19289,0.20915,0.06432,11.8418,1.45444,1.62947,0.000778,0.000778,0.000778
76,309.365,11.5223,1.50727,1.7212,0.38491,0.19577,0.20773,0.06636,11.7532,1.62404,1.64721,0.000775,0.000775,0.000775
77,313.279,11.013,1.40863,1.72874,0.37844,0.18808,0.194,0.0638,11.8157,1.52959,1.65809,0.000772,0.000772,0.000772
78,317.447,11.8273,1.60177,1.636,0.41408,0.17806,0.20203,0.06452,11.817,1.4285,1.63204,0.000769,0.000769,0.000769
79,321.527,11.2391,1.43797,1.71067,0.39954,0.17466,0.19656,0.06321,11.9222,1.41423,1.63174,0.000766,0.000766,0.000766
80,325.539,11.5796,1.56931,1.7332,0.36316,0.18616,0.20151,0.06547,11.6883,1.46307,1.63235,0.000763,0.000763,0.000763
81,329.425,11.3118,1.42466,1.72216,0.3519,0.17573,0.18963,0.05999,11.7675,1.4844,1.62295,0.00076,0.00076,0.00076
82,333.532,10.9215,1.41566,1.64148,0.39223,0.18781,0.2063,0.06679,11.5709,1.49241,1.62603,0.000757,0.000757,0.000757
83,337.559,10.8679,1.34371,1.71829,0.40276,0.19275,0.20906,0.06793,11.8191,1.60817,1.644,0.000754,0.000754,0.000754
84,341.709,10.8636,1.33493,1.70182,0.41861,0.19385,0.21199,0.06894,11.687,1.56174,1.63514,0.000751,0.000751,0.000751
85,345.857,11.6296,1.46503,1.71882,0.42139,0.19397,0.21215,0.06907,11.5586,1.48063,1.62876,0.000748,0.000748,0.000748
86,350.168,11.3033,1.4044,1.69981,0.4305,0.20085,0.21635,0.07101,11.4864,1.34969,1.62879,0.000745,0.000745,0.000745
87,354.18,10.7468,1.31731,1.68728,0.42314,0.20291,0.2178,0.071,11.483,1.33806,1.62698,0.000742,0.000742,0.000742
88,358.16,11.7796,1.68654,1.64248,0.43742,0.20209,0.22342,0.07408,11.4402,1.31974,1.62916,0.000739,0.000739,0.000739
89,362.14,11.4143,1.42235,1.64178,0.45833,0.19968,0.22372,0.07349,11.3944,1.33069,1.62408,0.000736,0.000736,0.000736
90,366.357,11.4464,1.3971,1.65545,0.44505,0.20772,0.22716,0.07757,11.3099,1.3627,1.63066,0.000733,0.000733,0.000733
91,370.417,11.146,1.41136,1.69816,0.43484,0.20785,0.22533,0.07598,11.4325,1.43042,1.63685,0.00073,0.00073,0.00073
92,374.365,11.3862,1.43972,1.68215,0.43214,0.1962,0.2162,0.07159,11.4387,1.35804,1.6268,0.000727,0.000727,0.000727
93,378.281,11.6356,1.43299,1.69699,0.43213,0.18616,0.21098,0.0701,11.5107,1.39955,1.63244,0.000724,0.000724,0.000724
94,382.517,11.1141,1.37031,1.69663,0.38961,0.18575,0.19668,0.06427,12.0425,1.39275,1.65298,0.000721,0.000721,0.000721
95,386.494,11.0985,1.40192,1.6573,0.41244,0.19371,0.21276,0.06832,11.5621,1.3451,1.62157,0.000718,0.000718,0.000718
96,390.537,11.6194,1.44171,1.67862,0.42616,0.20524,0.22379,0.07394,11.4167,1.36125,1.61435,0.000715,0.000715,0.000715
97,394.522,11.4535,1.4083,1.66705,0.4141,0.20566,0.21989,0.0741,11.529,1.42367,1.62269,0.000712,0.000712,0.000712
98,398.675,11.5498,1.43501,1.72199,0.43923,0.20861,0.23167,0.07612,11.3391,1.34408,1.6123,0.000709,0.000709,0.000709
99,402.651,11.2117,1.40722,1.69096,0.44844,0.20675,0.23178,0.07637,11.3505,1.33095,1.61396,0.000706,0.000706,0.000706
100,406.617,10.8608,1.41189,1.66792,0.43027,0.19756,0.22064,0.0747,11.4526,1.35481,1.63255,0.000703,0.000703,0.000703
101,410.551,11.0267,1.38065,1.72416,0.45022,0.19742,0.22696,0.07667,11.3294,1.36614,1.62892,0.0007,0.0007,0.0007
102,414.857,10.5248,1.36262,1.68142,0.45557,0.18493,0.22133,0.07212,11.3995,1.3957,1.61251,0.000697,0.000697,0.000697
103,418.778,10.9406,1.31214,1.69628,0.44598,0.19838,0.22771,0.07543,11.3034,1.35556,1.61389,0.000694,0.000694,0.000694
104,422.766,10.6269,1.3701,1.70749,0.4236,0.20689,0.22808,0.07481,11.5389,1.38902,1.62321,0.000691,0.000691,0.000691
105,426.759,11.3794,1.53611,1.71841,0.44878,0.20566,0.23372,0.07736,11.3368,1.3533,1.61408,0.000688,0.000688,0.000688
106,430.923,11.338,1.42236,1.67678,0.46222,0.21334,0.23936,0.07896,11.1741,1.32382,1.61251,0.000685,0.000685,0.000685
107,434.929,11.7057,1.52157,1.67965,0.45402,0.21238,0.23578,0.07825,11.243,1.30693,1.61882,0.000682,0.000682,0.000682
108,439.095,10.8951,1.39236,1.62449,0.4629,0.2105,0.23838,0.07939,11.1113,1.287,1.61198,0.000679,0.000679,0.000679
