epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,3.93746,7.0089,7.93679,1.92249,0,0,0,0,5.18383,14.7438,1.28337,0.19602,2e-05,2e-05
2,5.99516,6.97941,8.92954,1.8954,0,0,0,0,5.17119,14.7503,1.28042,0.19005,4.99998e-05,4.99998e-05
3,8.06273,10.5197,10.2022,2.83374,0,0,0,0,5.18252,14.7442,1.28335,0.18408,7.99989e-05,7.99989e-05
4,10.052,3.42309,6.46132,0.95706,0,0,0,0,5.14049,14.7626,1.27309,0.17811,0.000109997,0.000109997
5,12.2368,8.37536,14.4902,2.23391,0,0,0,0,4.88337,3.01626,1.20859,0.17214,0.000139992,0.000139992
