epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,6.6923,2.87864,5.22152,1.64128,0.00437,0.00714,0.0022,0.00088,2.99995,4.97138,1.50305,0.09505,5e-05,5e-05
2,12.6043,2.93788,5.01236,1.56086,0.03235,0.05286,0.01801,0.00634,2.92931,4.22642,1.45673,0.0891096,0.000109634,0.000109634
3,18.6202,3.0609,4.02692,1.70697,0.07445,0.12164,0.05537,0.01888,2.8953,3.28248,1.41889,0.0831689,0.000168868,0.000168868
4,23.9509,2.59126,3.11677,1.48481,0.22063,0.11614,0.0886,0.02863,2.85859,2.56128,1.38269,0.0772277,0.000227702,0.000227702
5,29.5628,2.8378,2.84173,1.55673,0.29301,0.14731,0.12349,0.03937,2.81693,2.32804,1.34248,0.0712861,0.000286137,0.000286137
6,34.9364,2.64469,2.41128,1.48495,0.36693,0.18644,0.17149,0.05289,2.76515,2.13756,1.29584,0.0653442,0.000344173,0.000344173
7,40.4728,2.60679,2.09792,1.46935,0.42426,0.20662,0.1977,0.06126,2.72394,1.93793,1.27054,0.0594018,0.000401808,0.000401808
8,45.7603,2.62626,2.2308,1.38047,0.45375,0.21389,0.21544,0.06951,2.68494,1.9277,1.24317,0.053459,0.000459044,0.000459044
9,51.1432,2.91275,2.00569,1.34224,0.41991,0.24698,0.22837,0.07324,2.69553,1.83605,1.21941,0.0475159,0.000515881,0.000515881
10,56.1505,2.88425,1.96026,1.38159,0.40757,0.24453,0.22373,0.06778,2.73817,1.84737,1.20658,0.0415723,0.000572318,0.000572318
11,60.8294,2.64068,1.69018,1.32609,0.39646,0.26702,0.23202,0.07313,2.67249,1.76469,1.19652,0.0356284,0.000628355,0.000628355
12,65.639,2.78179,1.79811,1.35319,0.38312,0.27004,0.22142,0.07055,2.65219,1.77638,1.19038,0.029684,0.000683993,0.000683993
13,70.685,2.34805,1.60002,1.31141,0.39718,0.28007,0.23155,0.07621,2.59501,1.73808,1.18603,0.0237392,0.000739231,0.000739231
