epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,4.18317,6.01379,13.1875,2.29757,0,0,0,0,5.50482,6.28656,1.74583,0.19025,0.00025,0.00025
2,6.94377,5.0973,5.69002,1.55424,0,0,0,0,4.82743,5.19541,1.23537,0.17855,0.000549999,0.000549999
3,10.1156,4.17469,4.13322,1.10044,0,0,0,0,4.35734,4.51026,0.95813,0.16685,0.000849992,0.000849992
4,13.2397,4.00556,3.73524,0.96088,0,0,0,0,4.33427,4.35458,0.93119,0.15515,0.00114997,0.00114997
5,16.1466,4.004,3.58499,0.9936,0,0,0,0,4.42299,4.41346,0.98072,0.14345,0.00144994,0.00144994
6,19.1074,4.10467,4.07608,0.98941,0,0,0,0,4.63735,4.49354,1.07844,0.13175,0.00174989,0.00174989
7,22.0626,3.89218,3.47244,0.9314,8e-05,0.00014,4e-05,0,4.62737,4.42729,1.29151,0.12005,0.00204982,0.00204982
8,24.9578,3.91867,3.32291,0.9271,0,0,0,0,4.46281,4.59756,1.25325,0.10835,0.00234972,0.00234972
9,27.7357,3.72626,3.0563,0.93714,0,0,0,0,4.39204,5.89021,1.21496,0.0966496,0.00264959,0.00264959
10,30.4218,3.80421,3.07915,0.94335,0,0,0,0,4.29662,5.36257,0.92558,0.0849494,0.00294942,0.00294942
11,33.3158,3.62141,2.81113,0.8885,0,0,0,0,4.31063,6.18541,0.95796,0.0732492,0.00324921,0.00324921
12,36.0103,3.61066,2.81718,0.88956,0,0,0,0,4.5009,7.83967,1.22907,0.061549,0.00354895,0.00354895
13,38.731,3.49724,2.84897,0.86288,0,0,0,0,4.22743,5.89626,0.90307,0.0498486,0.00384865,0.00384865
14,41.4815,3.45869,2.66747,0.88944,0.00208,0.00329,0.00101,0.00027,4.74675,69.9895,1.11645,0.0381483,0.00414829,0.00414829
15,44.2001,3.57126,2.56927,0.86505,0.00237,0.00371,0.00116,0.00026,5.08942,491.307,1.31805,0.0264479,0.00444787,0.00444787
16,46.8813,3.53192,2.5599,0.85,0.00076,0.00124,0.00045,0.0001,5.14186,17112.3,1.54747,0.0147474,0.00474739,0.00474739
17,49.5313,3.39605,2.65943,0.80395,0,0,0,0,5.17657,28099.7,1.58701,0.00499687,0.00499687,0.00499687
18,52.1647,3.46887,2.51473,0.80076,0.00126,0.00206,0.00067,0.00016,5.0129,4896.5,1.77486,0.00499647,0.00499647,0.00499647
19,54.9131,3.47927,2.42871,0.82726,0.00193,0.00316,0.00101,0.00018,4.98027,2391.18,2.60409,0.00499604,0.00499604,0.00499604
20,57.6132,3.35149,2.48502,0.81413,0.00286,0.00467,0.00153,0.00029,5.00255,599.266,2.60567,0.00499559,0.00499559,0.00499559
21,60.3461,3.3024,2.4094,0.80928,0.00287,0.00439,0.0014,0.0003,4.96228,171.29,1.50051,0.00499512,0.00499512,0.00499512
22,63.1096,3.32658,2.32378,0.79709,0.00193,0.00316,0.00097,0.00019,5.04429,32.848,1.72741,0.00499462,0.00499462,0.00499462
23,65.7046,3.28854,2.28739,0.7948,0.00084,0.00137,0.00042,0.00013,4.94808,25.0106,1.27208,0.00499409,0.00499409,0.00499409
24,68.3257,3.31109,2.29865,0.80479,0.00605,0.00988,0.00318,0.00094,4.65566,6.54566,0.96157,0.00499354,0.00499354,0.00499354
25,70.9974,3.28499,2.2344,0.78542,0.0263,0.04297,0.01417,0.00414,4.06741,6.71443,0.86173,0.00499297,0.00499297,0.00499297
26,73.7624,3.25493,2.26197,0.78769,0.07025,0.11477,0.04044,0.01132,3.72621,6.75489,0.83855,0.00499237,0.00499237,0.00499237
27,76.4,3.16508,2.16166,0.80021,0.05345,0.08731,0.02942,0.00827,3.82967,14.1754,0.86989,0.00499175,0.00499175,0.00499175
28,79.1817,3.28587,2.21268,0.77187,0.03353,0.05478,0.02054,0.00581,3.88663,5.05849,0.83375,0.0049911,0.0049911,0.0049911
