epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,5.2657,8.87961,12.1318,2.81055,0,0,0,0,12.2819,10.1994,3.74181,0.048,0.0005,0.0005
2,8.87569,13.4133,10.7502,4.25753,0,0,0,0,12.2635,10.2315,3.73518,0.0456,0.00109997,0.00109997
3,12.3879,6.27277,11.433,1.96587,0,0,0,0,12.2045,9.24914,3.70868,0.0431998,0.00169982,0.00169982
4,15.9353,12.5704,7.1094,4.04496,0,0,0,0,12.182,3.31244,3.68943,0.0407994,0.00229944,0.00229944
5,19.1444,7.73126,4.27594,2.48182,0,0,0,0,12.1408,3.42317,3.65892,0.0383987,0.00289874,0.00289874
6,22.2751,11.6167,3.75418,3.50303,0,0,0,0,12.1029,3.52333,3.61971,0.0359976,0.00349763,0.00349763
7,25.4383,12.7888,3.45535,4.02434,0,0,0,0,12.1114,2.42808,3.58193,0.033596,0.004096,0.004096
8,28.2979,9.05834,2.8635,2.72312,0,0,0,0,12.1771,2.52962,3.54905,0.0311938,0.00469375,0.00469375
9,31.0464,11.1792,2.86427,3.17643,0,0,0,0,12.2323,2.61969,3.51676,0.0287908,0.0052908,0.0052908
10,33.8719,12.2822,2.92011,3.4483,0,0,0,0,12.228,2.67307,3.50543,0.026387,0.00588704,0.00588704
11,36.6857,11.7531,2.81215,3.25104,0,0,0,0,12.2538,2.72657,3.50294,0.0239824,0.00648237,0.00648237
12,39.4091,9.93024,2.67042,2.92559,0,0,0,0,12.2724,2.7786,3.48523,0.0215767,0.00707671,0.00707671
13,42.1753,9.71356,2.53966,2.61007,0,0,0,0,12.3106,2.8291,3.46772,0.0191699,0.00766995,0.00766995
14,44.989,9.71703,2.4679,2.3466,0.0289,0.00206,0.01454,0.00339,10.2272,2.48701,2.17687,0.016762,0.00826199,0.00826199
15,47.9589,9.712,2.3342,1.95992,0.01279,0.00288,0.0015,0.00032,9.39991,2.38738,2.66873,0.0143527,0.00885274,0.00885274
16,50.8365,9.43642,2.32111,2.04501,0.0131,0.01689,0.00675,0.00147,9.69902,2.05897,2.40859,0.0119421,0.0094421,0.0094421
17,53.6305,9.02315,2.21373,1.74649,0.00372,0.0059,0.00202,0.00049,9.39915,inf,4.01278,0.00993068,0.00993068,0.00993068
18,56.2675,9.03009,2.09838,1.84234,0.0248,0.01236,0.0127,0.00273,9.58151,2.29445,1.7596,0.00992177,0.00992177,0.00992177
19,58.9696,8.5982,2.01285,1.76005,0.02997,0.01373,0.01522,0.0032,9.44914,2.33808,1.72105,0.00991232,0.00991232,0.00991232
20,61.8433,9.06015,1.80483,1.68007,0.03714,0.05327,0.02043,0.00466,9.03936,10.8421,1.59297,0.00990234,0.00990234,0.00990234
21,64.4823,8.99087,1.56552,1.47338,0.04956,0.02554,0.01617,0.0038,9.85559,3.49862,1.73387,0.00989183,0.00989183,0.00989183
22,67.3385,8.635,1.48709,1.45894,0.02152,0.01332,0.00862,0.00227,10.2555,6.67069,1.69787,0.00988079,0.00988079,0.00988079
23,69.9911,9.76073,2.01413,1.53498,0.0384,0.0589,0.02349,0.00529,8.76976,3.71161,1.39476,0.00986922,0.00986922,0.00986922
24,72.9131,8.34844,1.43159,1.6028,0.04997,0.0615,0.02477,0.00572,8.84059,12.9894,1.39996,0.00985711,0.00985711,0.00985711
25,75.7723,8.33277,1.61578,1.4438,0.04382,0.0486,0.02038,0.00466,9.0716,15.5584,1.46188,0.00984449,0.00984449,0.00984449
26,78.7897,8.47491,1.439,1.56959,0.05053,0.03556,0.01752,0.00408,8.84135,11.1582,1.38383,0.00983133,0.00983133,0.00983133
27,81.7387,8.68943,1.39663,1.47994,0.03906,0.06247,0.02203,0.00513,9.07835,4.13494,1.41682,0.00981765,0.00981765,0.00981765
28,84.5359,9.10798,1.50303,1.34707,0.08277,0.05588,0.03331,0.00725,8.77853,2.59603,1.3451,0.00980345,0.00980345,0.00980345
