epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,4.21992,3.1059,2.27265,1.22453,0.00084,0.00137,0.00042,0.0001,3.27679,2.41061,1.17532,4e-05,4e-05,4e-05
2,7.21194,3.23058,2.39386,1.27327,0.00101,0.00165,0.00051,0.00011,3.29091,2.39797,1.18412,9.98335e-05,9.98335e-05,9.98335e-05
3,10.1571,3.09871,2.40846,1.18726,0.08511,0.06864,0.03762,0.01205,3.21249,1.29362,0.95675,0.000159467,0.000159467,0.000159467
4,14.4824,2.9061,1.1164,0.99656,0.19225,0.1042,0.07642,0.02174,3.276,1.14524,0.85907,0.000218901,0.000218901,0.000218901
5,20.9114,3.10452,0.85812,0.9524,0.24644,0.11889,0.0951,0.02578,3.01581,0.90804,0.83834,0.000278135,0.000278135,0.000278135
6,25.2249,2.88161,0.76688,0.92056,0.18767,0.14113,0.07438,0.02081,3.07276,3.93779,0.83986,0.000337169,0.000337169,0.000337169
7,29.1241,2.86499,0.68028,0.90964,0.18266,0.13289,0.07021,0.02006,2.99813,10.5407,0.82942,0.000396004,0.000396004,0.000396004
8,34.298,2.79206,0.70198,0.89264,0.11432,0.13935,0.05679,0.01614,3.03387,33.7055,0.82441,0.000454639,0.000454639,0.000454639
9,39.9373,2.86279,0.69661,0.88057,0.20703,0.14195,0.07538,0.02216,2.8618,45.9002,0.84211,0.000513074,0.000513074,0.000513074
10,43.8261,2.68068,0.66114,0.88988,0.1851,0.1436,0.07347,0.02291,2.82014,28.6267,0.8474,0.000571309,0.000571309,0.000571309
11,47.7318,2.58907,0.62622,0.87946,0.09022,0.11628,0.04614,0.01495,2.78664,inf,0.86552,0.000629344,0.000629344,0.000629344
12,51.5729,2.67785,0.66843,0.87647,0.20982,0.11463,0.08496,0.02761,2.77867,inf,0.86752,0.00068718,0.00068718,0.00068718
13,55.7419,2.70435,0.64355,0.86838,0.23933,0.05794,0.08153,0.02854,2.84944,11.4792,0.91722,0.000744815,0.000744815,0.000744815
14,60.1984,2.75971,0.72829,0.86601,0.00935,0.01483,0.00474,0.00158,nan,nan,nan,0.000802251,0.000802251,0.000802251
15,64.034,2.72314,0.62805,0.8582,0.16779,0.1204,0.06374,0.0201,nan,nan,nan,0.000859487,0.000859487,0.000859487
16,67.8005,2.61683,0.64757,0.86837,0.13992,0.13784,0.06588,0.02145,nan,nan,nan,0.000916523,0.000916523,0.000916523
17,71.4971,2.61253,0.63994,0.85419,0.31908,0.14978,0.12951,0.03921,2.87147,1.78593,0.83723,0.00097336,0.00097336,0.00097336
18,77.0747,2.6462,0.63054,0.85326,0.34471,0.15628,0.17167,0.05187,2.74259,0.98969,0.81861,0.00103,0.00103,0.00103
