epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,30.2068,4.41633,4.25245,1.13997,0.1692,0.22076,0.1099,0.03186,5.05707,16.3639,0.89437,0.0491,0.0001,0.0001
2,35.812,4.40744,3.89199,0.96118,0.0526,0.07674,0.04879,0.01415,5.03223,29.6549,0.8849,0.04775,0.000249993,0.000249993
3,41.3044,3.48015,2.01291,0.92709,0.20271,0.18781,0.12075,0.0292,5.74387,21.5642,0.90916,0.0464,0.000399957,0.000399957
4,46.6347,4.33154,1.76351,0.921,0.18881,0.28899,0.171,0.0521,4.95315,41.4675,0.88329,0.0450499,0.000549866,0.000549866
5,52.0438,4.11341,1.50918,0.94067,0.16129,0.25082,0.10309,0.03578,4.59373,39.3647,0.90809,0.0436997,0.000699696,0.000699696
6,57.3977,3.86815,1.56766,0.93503,0.36066,0.27361,0.19792,0.06788,4.44801,39.5954,0.89106,0.0423494,0.000849423,0.000849423
7,62.8602,4.46474,1.58087,0.90506,0.03528,0.05217,0.0175,0.00527,6.14676,101.04,0.98357,0.040999,0.000999023,0.000999023
8,67.9554,3.55749,1.40904,0.93375,0.05864,0.09212,0.03149,0.00994,5.42225,218.199,0.96592,0.0396485,0.00114847,0.00114847
9,72.9289,4.08508,1.39323,0.95435,0,0,0,0,8.71839,44240.8,16.4074,0.0382977,0.00129774,0.00129774
10,96.259,4.11899,1.47483,0.92255,0.00025,0.00041,0.00013,2e-05,5.02281,8915.54,2.12933,0.0369468,0.00144681,0.00144681
11,101.36,4.21098,1.51929,0.94567,0.15633,0.24794,0.10177,0.03271,4.95128,262.026,1.0103,0.0355957,0.00159566,0.00159566
12,106.524,4.27941,1.86824,0.93155,0.09057,0.1447,0.05174,0.01786,5.08324,1279.64,2.66647,0.0342443,0.00174426,0.00174426
13,111.906,4.67463,1.79393,0.97523,0,0,0,0,8.4667,2.40379e+07,4764.05,0.0328926,0.00189258,0.00189258
14,117.689,3.98298,1.6377,0.96668,0,0,0,0,8.73126,1.10748e+08,76631.4,0.0315406,0.00204061,0.00204061
15,142.105,4.65199,1.71148,0.93055,0,0,0,0,0.00316,3.94923e+09,4422.1,0.0301883,0.00218832,0.00218832
16,147.284,4.50299,1.69543,0.92464,0,0,0,0,8.9134,7.18993e+07,29371.4,0.0288357,0.00233568,0.00233568
17,152.334,4.6627,1.55864,0.90003,0,0,0,0,9.35835,4.62177e+07,10566.2,0.0274827,0.00248267,0.00248267
18,156.712,4.67971,1.50749,0.89463,0,0,0,0,1.78577,1.03151e+09,33333.1,0.0261293,0.00262927,0.00262927
19,160.684,5.20637,1.73362,0.83833,0,0,0,0,0,111144,0,0.0247755,0.00277545,0.00277545
20,165.121,4.56952,1.55151,0.88396,0,0,0,0,8.44335,86001.4,121.244,0.0234212,0.00292119,0.00292119
21,169.287,4.66712,1.58165,0.92287,0,0,0,0,9.81335,107029,257.241,0.0220665,0.00306647,0.00306647
22,173.508,4.24294,1.53541,0.94376,0,0,0,0,2.51226,996468,10.0561,0.0207113,0.00321126,0.00321126
23,177.68,4.78731,1.54455,0.86946,0,0,0,0,10.8823,31678.7,6.54978,0.0193555,0.00335553,0.00335553
24,182.554,3.91596,1.43377,0.92444,0.01034,0.01689,0.00551,0.00126,8.01558,444.838,3.8314,0.0179993,0.00349928,0.00349928
25,203.74,4.15613,1.57443,0.94964,0.01636,0.02169,0.00754,0.00175,8.1129,117.709,3.96337,0.0166425,0.00364246,0.00364246
26,208.928,3.87491,1.53749,0.95857,0.00025,0.00041,0.00014,2e-05,8.78807,23479.8,11.2853,0.0152851,0.00378506,0.00378506
27,213.236,4.81888,1.61469,0.8863,0.00032,0.00014,6e-05,1e-05,9.36354,3945.41,3.84504,0.0139271,0.00392706,0.00392706
28,218.046,4.35843,1.66955,0.96066,0.23979,0.13029,0.09407,0.02759,5.69955,3.57767,1.04449,0.0125684,0.00406843,0.00406843
29,222.384,4.66468,1.56869,0.93267,0.3003,0.16323,0.13305,0.041,5.30925,4.20415,1.07079,0.0112092,0.00420915,0.00420915
30,245.808,4.35428,1.56054,0.92364,0.13658,0.20648,0.08214,0.02998,4.60718,25.3633,0.9529,0.0098492,0.0043492,0.0043492
31,250.29,4.53887,1.574,0.89766,0.06974,0.11354,0.03882,0.01372,4.94023,128.998,0.92389,0.00848856,0.00448856,0.00448856
32,255.104,4.61433,1.69954,0.8887,0.16842,0.16804,0.08357,0.0243,5.40315,55.5592,0.97776,0.00712719,0.00462719,0.00462719
33,259.808,5.07308,1.89848,0.90301,0.12314,0.17889,0.07187,0.02333,5.15981,34.9233,0.95694,0.00576508,0.00476508,0.00476508
34,264.668,4.58376,1.89034,1.0378,0.18007,0.1658,0.09075,0.02569,5.7479,16.8802,1.06236,0.00485368,0.00485368,0.00485368
35,285.407,4.40751,1.91828,0.96054,0.27776,0.1366,0.12932,0.03572,5.64449,4.62991,0.97814,0.00484477,0.00484477,0.00484477
36,290.556,4.60062,1.88369,0.94104,0.306,0.09033,0.08954,0.0289,5.1773,4.67877,1.00055,0.00483561,0.00483561,0.00483561
37,295.144,4.5757,1.6107,0.90611,0.0897,0.05383,0.02989,0.00827,6.52303,6.57915,1.11734,0.0048262,0.0048262,0.0048262
38,299.749,4.49972,1.62822,0.92284,0.0021,0.00343,0.00105,0.00032,5.91172,1520.32,1.79804,0.00481653,0.00481653,0.00481653
39,304.087,4.97629,1.76618,0.89517,0.25649,0.06288,0.08791,0.02629,5.43215,7.4068,0.93633,0.00480661,0.00480661,0.00480661
40,309.574,4.83259,1.75643,0.94173,0,0,0,0,2.94771,6.35647,0.57637,0.00479644,0.00479644,0.00479644
41,314.151,4.18224,1.6142,0.92284,0,0,0,0,0,0,0,0.00478603,0.00478603,0.00478603
42,318.219,5.23037,1.79049,0.85878,0,0,0,0,8.40672,287590,139.897,0.00477536,0.00477536,0.00477536
43,323.02,4.01543,1.53632,0.93322,0,0,0,0,8.96029,62163.1,53.2093,0.00476445,0.00476445,0.00476445
44,327.974,4.50409,1.69462,0.93534,0,0,0,0,4.4922,21303.1,25.7194,0.00475329,0.00475329,0.00475329
45,332.638,4.20081,1.56339,0.89121,0.00011,0.00014,5e-05,1e-05,9.55246,4161.93,170.026,0.00474189,0.00474189,0.00474189
46,337.595,4.06698,1.53434,0.89922,0.00563,0.0092,0.00297,0.00065,8.0815,6.02496e+09,126632,0.00473024,0.00473024,0.00473024
47,342.408,4.16867,1.58447,0.93294,0,0,0,0,8.57164,89971.7,75.0794,0.00471835,0.00471835,0.00471835
48,347.631,3.68868,1.38879,0.96038,0,0,0,0,8.57499,45666.7,80.5425,0.00470623,0.00470623,0.00470623
49,352.045,4.28948,1.50527,0.9052,0,0,0,0,0.02895,13026.8,0.38677,0.00469386,0.00469386,0.00469386
50,356.546,4.5636,1.56283,0.90347,0,0,0,0,7.73002,62.4819,17.7008,0.00468125,0.00468125,0.00468125
51,360.632,4.12953,1.41555,0.87635,0,0,0,0,8.24482,1446.92,6.42938,0.00466841,0.00466841,0.00466841
52,365.634,3.8577,1.41312,0.91734,0,0,0,0,7.13521,4249.35,1.45577,0.00465534,0.00465534,0.00465534
53,370.465,4.32149,1.54971,0.8876,0.02092,0.03418,0.01082,0.0039,6.17295,83.7509,1.06975,0.00464203,0.00464203,0.00464203
54,375.292,4.0257,1.44908,0.90486,0.00969,0.00824,0.00332,0.0012,6.58571,24.7969,1.30355,0.00462848,0.00462848,0.00462848
55,379.299,4.91542,1.68237,0.81865,0,0,0,0,8.1654,303.052,3.46959,0.00461471,0.00461471,0.00461471
56,384.464,4.01556,1.5672,0.86481,0,0,0,0,5.61616,315.164,4.66043,0.00460071,0.00460071,0.00460071
57,407.063,4.03204,1.55917,0.8986,0,0,0,0,7.93946,14.8939,4.60934,0.00458648,0.00458648,0.00458648
58,412.081,3.69186,1.37179,0.91211,0.07424,0.00906,0.03959,0.01794,6.74256,8.59887,1.38051,0.00457202,0.00457202,0.00457202
59,416.627,3.97794,1.45229,0.86846,0.1593,0.06329,0.10525,0.04198,5.4726,5.46409,1.07128,0.00455734,0.00455734,0.00455734
60,421.393,3.46581,1.36832,0.89562,0.04772,0.0508,0.04326,0.01477,6.11719,7.04596,1.20606,0.00454244,0.00454244,0.00454244
61,426.856,4.15509,1.50945,0.85726,0.05813,0.03336,0.04157,0.01645,6.68823,6.80765,1.2918,0.00452732,0.00452732,0.00452732
62,431.785,4.21764,1.52274,0.86635,0.0241,0.01071,0.01456,0.00451,7.30217,8.38808,1.65897,0.00451197,0.00451197,0.00451197
63,436.443,3.8863,1.36443,0.86217,0.21514,0.03048,0.03374,0.01282,6.78239,7.58634,1.1864,0.00449641,0.00449641,0.00449641
64,441.382,3.81706,1.37016,0.8705,0.5022,0.18287,0.22931,0.0845,4.4719,2.79048,0.90846,0.00448063,0.00448063,0.00448063
65,446.197,4.43939,1.51004,0.83664,0.52673,0.18726,0.24842,0.09577,4.4958,2.64625,0.90668,0.00446464,0.00446464,0.00446464
66,451.213,3.61325,1.29596,0.88449,0.38703,0.2003,0.21209,0.06316,4.84982,2.2447,0.91894,0.00444844,0.00444844,0.00444844
67,455.934,4.12192,1.44318,0.88297,0.44377,0.10805,0.14888,0.04746,5.46268,3.49535,1.01006,0.00443202,0.00443202,0.00443202
68,460.355,4.55749,1.54453,0.87412,0.11253,0.03144,0.06961,0.02465,7.26474,5.30987,1.25333,0.0044154,0.0044154,0.0044154
69,464.343,4.81158,1.62266,0.81209,0.129,0.03322,0.07943,0.02681,7.27462,5.26758,1.25749,0.00439856,0.00439856,0.00439856
70,468.872,4.1479,1.42009,0.85988,0.18076,0.08951,0.13261,0.04997,6.23717,5.33922,1.09685,0.00438152,0.00438152,0.00438152
71,473.316,3.76037,1.33612,0.89489,0.22599,0.1712,0.19407,0.06943,5.38572,4.59282,0.99174,0.00436428,0.00436428,0.00436428
72,478.446,3.73079,1.36496,0.88538,0.50206,0.19591,0.2487,0.09078,4.62896,3.06237,0.90803,0.00434684,0.00434684,0.00434684
73,482.617,4.12349,1.40789,0.86497,0.42409,0.19275,0.24105,0.0892,4.67907,3.0066,0.91424,0.0043292,0.0043292,0.0043292
74,487.668,3.66841,1.32122,0.87728,0.48702,0.25961,0.29897,0.10663,4.52486,2.20975,0.8984,0.00431136,0.00431136,0.00431136
75,493.002,3.51433,1.34719,0.91552,0.5262,0.30203,0.3439,0.12339,4.18483,1.78647,0.86702,0.00429332,0.00429332,0.00429332
76,497.645,3.74916,1.37579,0.86993,0.50118,0.32825,0.36777,0.14189,3.83777,1.67292,0.85507,0.00427509,0.00427509,0.00427509
77,502.614,4.34124,1.46829,0.82017,0.46492,0.28432,0.32527,0.12414,4.14745,1.85093,0.87458,0.00425667,0.00425667,0.00425667
78,507.537,3.8916,1.45724,0.86857,0.50665,0.3207,0.3498,0.12789,4.15646,1.67869,0.86857,0.00423805,0.00423805,0.00423805
79,512.778,3.41069,1.28031,0.89999,0.48197,0.31027,0.33208,0.1192,4.24368,1.62624,0.86897,0.00421925,0.00421925,0.00421925
80,517.78,4.19404,1.39941,0.82441,0.51986,0.34099,0.36982,0.13621,4.00182,1.54254,0.85426,0.00420027,0.00420027,0.00420027
81,533.916,3.66684,1.3488,0.86998,0.53497,0.34898,0.38817,0.14525,3.85202,1.56115,0.8478,0.0041811,0.0041811,0.0041811
82,539.695,3.40164,1.22513,0.86812,0.57959,0.35379,0.41289,0.17001,3.64946,1.45228,0.83797,0.00416175,0.00416175,0.00416175
83,544.806,3.7157,1.29338,0.87097,0.563,0.3564,0.4049,0.15235,3.94731,1.70103,0.84455,0.00414222,0.00414222,0.00414222
84,549.13,3.87364,1.32872,0.85491,0.51318,0.32592,0.35469,0.12369,3.97384,1.5409,0.84041,0.00412251,0.00412251,0.00412251
85,554.137,4.06128,1.34229,0.83699,0.48418,0.29723,0.32614,0.11283,4.15241,1.53143,0.84789,0.00410262,0.00410262,0.00410262
86,558.839,3.65966,1.34005,0.85219,0.58515,0.36601,0.42571,0.1694,3.66706,1.49747,0.83368,0.00408257,0.00408257,0.00408257
87,563.471,3.9692,1.36074,0.84677,0.57841,0.36065,0.41597,0.16167,3.79237,1.64466,0.84015,0.00406234,0.00406234,0.00406234
88,568.26,3.90962,1.37769,0.85972,0.53878,0.33594,0.37138,0.14688,3.91926,1.60762,0.86094,0.00404194,0.00404194,0.00404194
89,572.841,3.61004,1.36541,0.8595,0.58273,0.33704,0.3902,0.15417,3.91707,1.78149,0.86003,0.00402138,0.00402138,0.00402138
90,577.212,3.46243,1.19633,0.86047,0.51063,0.32276,0.34582,0.12246,4.22083,1.79219,0.857,0.00400066,0.00400066,0.00400066
91,581.584,4.42198,1.42976,0.83291,0.57156,0.34404,0.3931,0.14903,3.95318,1.61699,0.84676,0.00397977,0.00397977,0.00397977
92,586.252,4.17413,1.44529,0.82945,0.58869,0.37766,0.42846,0.18057,3.49829,1.382,0.83404,0.00395872,0.00395872,0.00395872
93,591.666,3.69653,1.25619,0.84632,0.58514,0.37727,0.42183,0.15881,3.82942,1.29723,0.8419,0.00393752,0.00393752,0.00393752
94,596.054,4.87235,1.62884,0.80298,0.57582,0.38564,0.4225,0.16398,3.79442,1.31438,0.84547,0.00391616,0.00391616,0.00391616
95,600.772,4.16334,1.4169,0.86076,0.57836,0.39319,0.43558,0.17356,3.71662,1.39364,0.84003,0.00389464,0.00389464,0.00389464
96,605.886,3.53341,1.31482,0.88064,0.57876,0.38427,0.42312,0.16952,3.68195,1.41495,0.83823,0.00387298,0.00387298,0.00387298
97,610.891,3.76033,1.45672,0.89725,0.57119,0.38207,0.42059,0.16596,3.76855,1.37153,0.84132,0.00385117,0.00385117,0.00385117
98,615.67,3.82234,1.35165,0.86583,0.57646,0.37562,0.42376,0.16721,3.7206,1.3898,0.83739,0.00382922,0.00382922,0.00382922
99,619.942,3.85877,1.26074,0.84296,0.57389,0.38606,0.42832,0.17612,3.60239,1.35273,0.83381,0.00380712,0.00380712,0.00380712
100,624.919,3.693,1.22265,0.85166,0.5679,0.38742,0.42395,0.1762,3.53435,1.25921,0.83059,0.00378488,0.00378488,0.00378488
101,630.051,3.39687,1.25121,0.86347,0.5989,0.3741,0.42569,0.16886,3.83296,1.38012,0.84383,0.0037625,0.0037625,0.0037625
102,634.66,4.11911,1.31448,0.81918,0.60083,0.37356,0.42668,0.16713,3.86987,1.59069,0.83932,0.00373999,0.00373999,0.00373999
103,639.601,3.68003,1.27246,0.85827,0.58087,0.36862,0.41801,0.16815,3.7426,1.36009,0.83672,0.00371734,0.00371734,0.00371734
104,644.416,3.45746,1.24256,0.85752,0.61334,0.3888,0.44048,0.18713,3.49416,1.25778,0.83176,0.00369456,0.00369456,0.00369456
105,649.483,3.81296,1.28072,0.84599,0.59867,0.36807,0.42065,0.16455,3.89672,1.39235,0.84619,0.00367166,0.00367166,0.00367166
