epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,6.70712,3.90909,5.27574,1.14952,0.00059,0.00096,0.0003,0.0001,4.91218,5.07978,1.18683,0.1905,0.0005,0.0005
2,12.9458,5.37278,22.7216,1.21241,0.01368,0.02059,0.00655,0.00117,8.19662,inf,1.16848,0.179089,0.00108911,0.00108911
3,20.2403,6.49467,50.1455,1.5482,0,0,0,0,nan,nan,nan,0.167666,0.00166634,0.00166634
4,26.3791,6.49871,3.06283,1.25458,0,0,0,0,nan,nan,nan,0.156232,0.00223169,0.00223169
5,32.8676,5.33809,2.66396,1.20251,0,0,0,0,nan,nan,nan,0.144785,0.00278516,0.00278516
6,39.3111,5.2389,2.72292,1.26986,0,0,0,0,nan,nan,nan,0.133327,0.00332675,0.00332675
7,45.2347,4.82309,2.2355,1.21059,0,0,0,0,nan,nan,nan,0.121856,0.00385646,0.00385646
8,51.3378,4.75857,2.16551,1.17467,0,0,0,0,nan,nan,nan,0.110374,0.00437429,0.00437429
9,57.2829,4.95417,2.20917,1.17347,0,0,0,0,nan,nan,nan,0.0988802,0.00488024,0.00488024
10,63.295,4.9719,2.12456,1.19101,0,0,0,0,nan,nan,nan,0.0873743,0.00537431,0.00537431
11,69.2437,5.011,2.10541,1.11248,0,0,0,0,nan,nan,nan,0.0758565,0.0058565,0.0058565
12,74.9293,4.98431,2.02662,1.05417,0,0,0,0,nan,nan,nan,0.0643268,0.00632681,0.00632681
13,80.7277,5.2235,2.1354,1.04341,0,0,0,0,nan,nan,nan,0.0527852,0.00678524,0.00678524
14,86.7927,5.10569,2.0334,1.0299,0,0,0,0,nan,nan,nan,0.0412318,0.00723179,0.00723179
15,92.6157,4.5118,1.79771,1.09792,0,0,0,0,nan,nan,nan,0.0296665,0.00766646,0.00766646
16,98.4232,4.87535,1.96646,1.08156,0,0,0,0,nan,nan,nan,0.0180893,0.00808925,0.00808925
17,104.49,4.34181,1.95599,1.0503,0.00218,0.00027,0.00025,6e-05,nan,nan,nan,0.008416,0.008416,0.008416
18,110.454,4.775,2.13775,1.05296,0.07268,0.02773,0.0159,0.0042,nan,nan,nan,0.008317,0.008317,0.008317
19,116.979,4.4331,1.8167,1.01415,0.13771,0.06013,0.04435,0.01386,nan,nan,nan,0.008218,0.008218,0.008218
20,125.127,4.93869,1.98311,0.94374,0.04002,0.00988,0.00671,0.0023,nan,nan,nan,0.008119,0.008119,0.008119
21,131.312,4.67545,2.03267,1.07678,0.04728,0.00755,0.00509,0.00149,nan,nan,nan,0.00802,0.00802,0.00802
22,137.361,4.25569,1.76873,1.03054,0.00252,0.00412,0.00127,0.00032,nan,nan,nan,0.007921,0.007921,0.007921
23,143.431,4.98698,4.55438,1.07095,0.00227,0.00371,0.00115,0.00029,7.625,nan,27.5452,0.007822,0.007822,0.007822
