epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,6.35144,2.90199,3.82935,0.80931,0.00235,0.00384,0.00118,0.00051,3.03838,3.73775,0.76392,0.19025,0.00025,0.00025
2,12.1678,2.95254,9.45648,0.68964,0.06698,0.10255,0.03725,0.00811,3.98111,45.7685,0.65608,0.178549,0.000549084,0.000549084
3,19.1344,3.1151,3.16003,0.68876,0.12761,0.08965,0.05411,0.01485,nan,nan,nan,0.166847,0.00084717,0.00084717
4,25.5257,2.84995,1.67214,0.65643,0.00309,0.00481,0.00155,0.00052,nan,nan,nan,0.155144,0.00114426,0.00114426
5,31.5378,2.86207,1.35116,0.65724,0.00018,0.00027,9e-05,2e-05,nan,nan,nan,0.14344,0.00144034,0.00144034
6,37.3095,2.98821,1.36243,0.66354,0.00077,0.00014,0.00012,1e-05,nan,nan,nan,0.131735,0.00173543,0.00173543
7,43.0283,2.63497,1.36568,0.69074,0,0,0,0,nan,nan,nan,0.12003,0.00202952,0.00202952
8,48.7612,2.95182,1.60461,0.64208,0.0081,0.00645,0.00228,0.00076,nan,nan,nan,0.108323,0.00232261,0.00232261
9,54.4389,3.04229,1.3343,0.62456,0.2419,0.07276,0.07089,0.01898,nan,nan,nan,0.0966147,0.0026147,0.0026147
10,60.5256,3.33386,1.35301,0.60871,0,0,0,0,4.21954,inf,0.86353,0.0849058,0.00290579,0.00290579
11,65.9627,2.89816,1.24283,0.64797,0.25655,0.15637,0.11773,0.02722,3.53093,7.90754,0.7218,0.0731959,0.00319589,0.00319589
12,72.0444,3.19047,1.40056,0.62171,0.27109,0.16406,0.11559,0.02807,3.46101,4.06387,0.75348,0.061485,0.00348498,0.00348498
13,78.1788,2.64071,1.22953,0.66373,0.01336,0.02183,0.00683,0.00231,nan,nan,nan,0.0497731,0.00377308,0.00377308
14,83.8405,2.85604,1.31761,0.64668,0,0,0,0,nan,nan,nan,0.0380602,0.00406017,0.00406017
15,89.3523,2.9465,1.30891,0.66206,0,0,0,0,nan,nan,nan,0.0263463,0.00434627,0.00434627
16,94.6314,3.15997,1.38025,0.63578,0,0,0,0,nan,nan,nan,0.0146314,0.00463137,0.00463137
17,99.8918,2.75227,1.36269,0.66185,0,0,0,0,nan,nan,nan,0.0048668,0.0048668,0.0048668
18,105.52,3.00662,1.42186,0.66098,0,0,0,0,nan,nan,nan,0.00485848,0.00485848,0.00485848
19,110.875,3.13343,1.42914,0.66438,0.00017,0.00027,8e-05,3e-05,nan,nan,nan,0.00485015,0.00485015,0.00485015
20,116.315,3.03233,1.42877,0.61994,8e-05,0.00014,4e-05,0,nan,nan,nan,0.00484183,0.00484183,0.00484183
21,121.669,3.0639,1.39012,0.62402,0.00538,0.00879,0.00277,0.00083,nan,nan,nan,0.0048335,0.0048335,0.0048335
22,127.103,2.97931,1.50595,0.62393,0.00025,0.00041,0.00013,2e-05,nan,nan,nan,0.00482518,0.00482518,0.00482518
23,132.427,2.91395,1.31441,0.63174,0.00185,0.00302,0.00094,0.00025,nan,nan,nan,0.00481685,0.00481685,0.00481685
24,138.135,2.65685,1.3168,0.67995,0.00286,0.00467,0.00144,0.0003,4.66786,115.861,0.88632,0.00480853,0.00480853,0.00480853
25,143.586,3.00222,1.34146,0.60642,0.00025,0.00041,0.00013,5e-05,3.81008,inf,0.71554,0.0048002,0.0048002,0.0048002
26,149.195,2.81122,1.3124,0.62939,0.32522,0.19001,0.1655,0.04871,3.05547,1.73706,0.64244,0.00479188,0.00479188,0.00479188
27,155.188,2.77627,1.30162,0.64509,0.1546,0.18218,0.0849,0.03,2.96624,7.40986,0.60647,0.00478355,0.00478355,0.00478355
28,160.709,2.94972,1.2448,0.57607,0.35688,0.14319,0.16537,0.05027,3.135,1.83905,0.63451,0.00477523,0.00477523,0.00477523
29,166.848,2.41561,1.17185,0.6223,0.42589,0.22474,0.24315,0.08043,2.80118,1.40767,0.60379,0.0047669,0.0047669,0.0047669
30,172.814,2.34971,1.12673,0.61743,0.41684,0.24176,0.2695,0.09061,2.668,1.48287,0.60319,0.00475858,0.00475858,0.00475858
31,178.804,2.7319,1.23683,0.57772,0.39313,0.26455,0.25851,0.07863,nan,nan,nan,0.00475025,0.00475025,0.00475025
32,184.304,2.65031,1.14522,0.59938,0.48069,0.26002,0.26765,0.07927,2.82534,1.52972,0.61433,0.00474193,0.00474193,0.00474193
33,189.645,2.62442,1.27099,0.59669,0.45524,0.25233,0.25829,0.07924,2.93282,1.8468,0.60842,0.0047336,0.0047336,0.0047336
34,195.114,2.57497,1.20161,0.59531,9e-05,0.00014,4e-05,0,4.41394,inf,0.90931,0.00472528,0.00472528,0.00472528
35,200.521,3.04261,1.37555,0.58656,0.00244,0.00398,0.00122,0.00045,3.37546,19.7063,0.66308,0.00471695,0.00471695,0.00471695
36,206.085,2.46823,1.07713,0.61732,0.01613,0.02636,0.00829,0.0027,4.09824,67.4194,0.75148,0.00470863,0.00470863,0.00470863
37,211.471,2.55018,1.23554,0.6057,0.18275,0.01345,0.01577,0.00576,3.63451,5.58654,0.69821,0.0047003,0.0047003,0.0047003
38,216.878,2.43215,1.0878,0.60376,0.2375,0.21609,0.12012,0.04102,2.82284,2.372,0.60564,0.00469198,0.00469198,0.00469198
39,222.329,2.62419,1.14266,0.57571,0.2402,0.15019,0.12611,0.04179,3.07138,2.74965,0.61747,0.00468365,0.00468365,0.00468365
40,227.829,2.3938,1.05166,0.58762,0.00403,0.00659,0.00205,0.00078,4.35685,33.3152,0.83855,0.00467533,0.00467533,0.00467533
41,233.413,2.44111,1.1231,0.61813,0.00361,0.00577,0.00178,0.00077,4.13423,17.0829,0.76265,0.004667,0.004667,0.004667
42,238.783,2.54874,1.11837,0.60717,0.15642,0.04228,0.0902,0.03199,3.62375,4.11798,0.76079,0.00465868,0.00465868,0.00465868
43,244.105,2.6354,1.18893,0.59936,0.15719,0.07208,0.0928,0.03458,3.50292,3.80754,0.70862,0.00465035,0.00465035,0.00465035
44,249.668,2.54243,1.10503,0.59835,0.32835,0.18204,0.18652,0.06327,2.9341,1.96812,0.61812,0.00464203,0.00464203,0.00464203
45,255.213,2.44827,1.11351,0.60192,0.37586,0.21142,0.22377,0.06954,2.8799,1.49408,0.60233,0.0046337,0.0046337,0.0046337
46,260.678,2.86931,1.14643,0.58738,0.41441,0.23998,0.25966,0.08529,2.77311,1.34416,0.60553,0.00462538,0.00462538,0.00462538
47,266.256,2.65695,1.14436,0.59072,0.51771,0.31755,0.34617,0.12342,2.50255,1.06404,0.5862,0.00461705,0.00461705,0.00461705
48,272.456,2.4922,1.10082,0.61054,0.55202,0.31645,0.35494,0.12613,2.49134,1.07483,0.58069,0.00460873,0.00460873,0.00460873
49,278.311,2.40392,1.09317,0.61291,0.55241,0.30286,0.33595,0.10952,2.59772,1.12778,0.58103,0.0046004,0.0046004,0.0046004
50,283.718,2.5635,1.12767,0.58093,0.22611,0.11258,0.08098,0.02065,nan,nan,nan,0.00459208,0.00459208,0.00459208
51,289.189,2.4682,1.08142,0.57835,0.45476,0.19386,0.21265,0.06462,nan,nan,nan,0.00458375,0.00458375,0.00458375
52,294.83,2.29101,0.99657,0.59748,0.43455,0.14086,0.17361,0.05794,nan,nan,nan,0.00457543,0.00457543,0.00457543
53,300.346,2.38973,1.06007,0.60611,0.52733,0.26681,0.30205,0.11018,nan,nan,nan,0.0045671,0.0045671,0.0045671
54,305.892,2.37302,1.14596,0.62676,0.52194,0.27883,0.3087,0.10905,nan,nan,nan,0.00455878,0.00455878,0.00455878
55,311.35,2.35503,1.03358,0.58516,0.57431,0.32688,0.36601,0.1236,nan,nan,nan,0.00455045,0.00455045,0.00455045
56,316.862,2.40593,1.06685,0.58576,0.56725,0.30313,0.34379,0.11905,2.53572,1.33584,0.58207,0.00454213,0.00454213,0.00454213
57,322.446,2.29607,0.96039,0.57872,0.12326,0.16653,0.06797,0.02456,3.04499,8.62807,0.62185,0.0045338,0.0045338,0.0045338
58,328.119,2.26571,1.09756,0.59724,0.00622,0.01016,0.00314,0.001,nan,nan,nan,0.00452548,0.00452548,0.00452548
