epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,source_path
1000,4703.98,1.85028,0.29587,0.80542,0.82688,0.6134,0.72646,0.43763,1.95317,0.29982,0.79603,0.000500011,0.000500011,0.000500011,D:\OBM\CODES\AutoSEG\runs\detect\train218\results.csv
300,1283.76,4.17564,0.66005,1.11532,0.82981,0.6252,0.73643,0.43323,4.74694,0.70553,1.10293,1.00271e-05,1.00271e-05,1.00271e-05,D:\OBM\CODES\AutoSEG\runs\detect\train219\results.csv
600,3077.68,2.64945,1.52855,1.66653,0.73638,0.54819,0.64542,0.32945,3.49679,1.96439,1.67007,2.665e-05,2.665e-05,2.665e-05,D:\OBM\CODES\AutoSEG\runs\detect\train22\results.csv
800,2551.4,2.37262,0.91596,0.73,0.57171,0.24025,0.31399,0.1251,2.18545,0.88517,0.76264,0.000112375,0.000112375,0.000112375,D:\OBM\CODES\AutoSEG\runs\detect\train220\results.csv
313,1021.37,9.10872,3.33796,1.05107,0.01697,0.02773,0.00949,0.0021,9.62641,3.27051,0.92586,0.006697,0.006697,0.006697,D:\OBM\CODES\AutoSEG\runs\detect\train221\results.csv
100,580.123,5.21451,1.84921,1.14302,0.38743,0.14511,0.14636,0.04245,5.22481,1.81276,1.11516,1.24647e-05,1.24647e-05,1.24647e-05,D:\OBM\CODES\AutoSEG\runs\detect\train223\results.csv
300,854.738,2.20197,0.61324,0.63125,0.52258,0.33391,0.3709,0.13812,2.46308,0.65546,0.62523,2.00543e-05,2.00543e-05,2.00543e-05,D:\OBM\CODES\AutoSEG\runs\detect\train224\results.csv
59,173.399,13.141,2.68343,2.21818,0.30726,0.14649,0.13917,0.03967,13.1891,7.03389,2.19467,0.00471029,0.00471029,0.00471029,D:\OBM\CODES\AutoSEG\runs\detect\train225\results.csv
276,2561.57,2.38565,0.38027,0.56217,0.82965,0.65294,0.75452,0.44156,2.12292,0.34193,0.54775,0.000185,0.000185,0.000185,D:\OBM\CODES\AutoSEG\runs\detect\train226\results.csv
600,9434.65,2.48245,0.62978,2.19165,0.83478,0.66172,0.76272,0.46165,2.61714,0.668,2.18853,5.03424e-06,5.03424e-06,5.03424e-06,D:\OBM\CODES\AutoSEG\runs\detect\train227\results.csv
600,2413.84,2.1064,0.76171,1.11305,0.79998,0.65615,0.74784,0.4381,2.15279,0.7919,1.09656,2.665e-05,2.665e-05,2.665e-05,D:\OBM\CODES\AutoSEG\runs\detect\train228\results.csv
82,5274.9,8.47509,1.84702,1.15892,0.74923,0.58745,0.67108,0.32735,7.41211,1.70361,1.13758,0.00086635,0.00086635,0.00086635,D:\OBM\CODES\AutoSEG\runs\detect\train229\results.csv
66,419.939,3.86738,1.41382,0.88692,0.55119,0.42188,0.44709,0.17705,3.92147,1.4715,0.90493,0.003565,0.003565,0.003565,D:\OBM\CODES\AutoSEG\runs\detect\train23\results.csv
600,2743.52,7.56334,1.52065,2.23643,0.69269,0.4492,0.53973,0.26305,7.56313,1.45551,2.18002,1.00685e-05,1.00685e-05,1.00685e-05,D:\OBM\CODES\AutoSEG\runs\detect\train230\results.csv
3,9.87805,4.53085,1.30447,0.63207,0.09964,0.15486,0.05666,0.01558,5.78651,23.7344,0.65131,0.0467984,0.000798416,0.000798416,D:\OBM\CODES\AutoSEG\runs\detect\train231\results.csv
281,1156.73,1.34298,0.86535,1.14593,0.78009,0.60022,0.70417,0.39035,1.37493,0.84438,1.10531,0.000208169,0.000208169,0.000208169,D:\OBM\CODES\AutoSEG\runs\detect\train232\results.csv
278,1205.64,9.05962,3.63032,1.17877,0,0,0,0,18.0004,inf,7.99088,0.00361638,0.00361638,0.00361638,D:\OBM\CODES\AutoSEG\runs\detect\train233\results.csv
58,107.059,3.52619,2.46484,0.87568,0.1406,0.09281,0.06032,0.01454,3.78745,10.1098,0.7803,0.00988774,0.00988774,0.00988774,D:\OBM\CODES\AutoSEG\runs\detect\train234\results.csv
58,354.984,3.89894,0.81246,0.56894,0.67512,0.4584,0.53428,0.22843,4.06808,0.8832,0.5732,0.00162038,0.00162038,0.00162038,D:\OBM\CODES\AutoSEG\runs\detect\train235\results.csv
207,683.41,3.51212,0.72903,1.13387,0.64668,0.43572,0.51853,0.25267,3.6393,0.70271,1.07183,0.00076825,0.00076825,0.00076825,D:\OBM\CODES\AutoSEG\runs\detect\train236\results.csv
236,1399.45,2.3119,0.36627,0.83317,0.76446,0.57033,0.66619,0.36482,2.37145,0.36773,0.81195,0.00153047,0.00153047,0.00153047,D:\OBM\CODES\AutoSEG\runs\detect\train237\results.csv
470,2662.97,4.34993,2.69045,2.26718,0.65614,0.42889,0.51784,0.23529,3.7974,2.15416,2.17515,0.00274535,0.00274535,0.00274535,D:\OBM\CODES\AutoSEG\runs\detect\train238\results.csv
100,334.281,3.34868,0.52061,0.57294,0.41914,0.20579,0.21657,0.07604,4.42019,0.66486,0.53755,0.000200444,0.000200444,0.000200444,D:\OBM\CODES\AutoSEG\runs\detect\train239\results.csv
300,987.06,3.4047,1.04454,0.88654,0.63743,0.43067,0.49256,0.22307,3.86871,1.06164,0.81758,0.000500123,0.000500123,0.000500123,D:\OBM\CODES\AutoSEG\runs\detect\train241\results.csv
800,2045.65,2.17772,0.89547,0.59583,0.55534,0.28748,0.34942,0.14399,2.32198,0.97006,0.58218,1.12437e-05,1.12437e-05,1.12437e-05,D:\OBM\CODES\AutoSEG\runs\detect\train242\results.csv
100,2746.76,1.42708,0.6544,0.86631,0.74884,0.60297,0.68362,0.34761,1.45538,0.66632,0.8432,5.495e-05,5.495e-05,5.495e-05,D:\OBM\CODES\AutoSEG\runs\detect\train243\results.csv
564,3112.29,1.51069,0.64768,0.54296,0.75733,0.47611,0.59414,0.3077,1.52985,0.62205,0.53447,0.000313025,0.000313025,0.000313025,D:\OBM\CODES\AutoSEG\runs\detect\train244\results.csv
3,11.0571,0.89396,2.72683,0.17703,0,0,0,0,0.13178,2.47022,0.02532,0.16634,0.00034,0.00034,D:\OBM\CODES\AutoSEG\runs\detect\train245\results.csv
2,4.79283,7.41252,10.8186,2.83504,0,0,0,0,0.42978,10.1188,0.15513,5.005e-05,5.005e-05,5.005e-05,D:\OBM\CODES\AutoSEG\runs\detect\train246\results.csv
2,7.66628,2.23657,11.4919,0.87096,0,0,0,0,0.26216,13.4866,0.09458,0.00011011,0.00011011,0.00011011,D:\OBM\CODES\AutoSEG\runs\detect\train247\results.csv
3,9.79589,3.21415,31.7985,2.77208,0,0,0,0,0.2529,23.6177,0.20871,0.092026,2.6e-05,2.6e-05,D:\OBM\CODES\AutoSEG\runs\detect\train248\results.csv
2,58.2004,0.19612,5.60304,0.12912,0,0,0,0,0.15077,6.07219,0.09335,0.00011011,0.00011011,0.00011011,D:\OBM\CODES\AutoSEG\runs\detect\train249\results.csv
2,11.2465,4.54815,5.23511,1.08527,0,0,0,0,3.42302,1.54451,0.62197,0.178278,0.00027775,0.00027775,D:\OBM\CODES\AutoSEG\runs\detect\train250\results.csv
3,9.34358,7.52968,2.30192,2.2267,0,0,0,0,9.8581,3.0452,2.71569,0.0832189,0.000218875,0.000218875,D:\OBM\CODES\AutoSEG\runs\detect\train251\results.csv
2,4.90616,3.53243,11.807,0.88112,0,0,0,0,0.42962,10.1188,0.10338,5.5e-05,5.5e-05,5.5e-05,D:\OBM\CODES\AutoSEG\runs\detect\train252\results.csv
2,4.92718,1.98841,17.0613,0.8197,0,0,0,0,1.43989,16.802,0.50751,0.0477525,0.0002525,0.0002525,D:\OBM\CODES\AutoSEG\runs\detect\train253\results.csv
500,2408.7,1.86241,0.72745,0.54144,0.64028,0.2592,0.36015,0.15466,1.91499,0.81256,0.50347,0.000200018,0.000200018,0.000200018,D:\OBM\CODES\AutoSEG\runs\detect\train255\results.csv
941,5802.55,2.89001,0.70802,0.79419,0.58899,0.26812,0.3497,0.14199,3.66612,0.89156,0.78024,0.000347,0.000347,0.000347,D:\OBM\CODES\AutoSEG\runs\detect\train256\results.csv
354,1136.85,3.51219,0.55277,0.57136,0.52391,0.24822,0.29353,0.11066,3.81963,0.56099,0.52294,0.00647353,0.00647353,0.00647353,D:\OBM\CODES\AutoSEG\runs\detect\train257\results.csv
800,3245.61,1.0157,0.65892,0.80791,0.82673,0.6723,0.77788,0.48063,1.13451,0.69245,0.80575,1.00038e-05,1.00038e-05,1.00038e-05,D:\OBM\CODES\AutoSEG\runs\detect\train26\results.csv
97,253.362,3.81666,0.48854,0.60901,0.66127,0.4698,0.53441,0.2307,4.04442,0.49503,0.56765,0.00768145,0.00768145,0.00768145,D:\OBM\CODES\AutoSEG\runs\detect\train27\results.csv
191,547.028,4.50004,1.61992,1.58097,0.01293,0.01963,0.00677,0.00148,4.53274,1.45166,1.38104,0.00829,0.00829,0.00829,D:\OBM\CODES\AutoSEG\runs\detect\train28\results.csv
88,232.942,3.33843,0.93899,1.2392,0.21122,0.29984,0.22073,0.08467,4.07695,1.79955,1.15271,0.009217,0.009217,0.009217,D:\OBM\CODES\AutoSEG\runs\detect\train29\results.csv
600,1540.53,1.92694,1.17959,0.60835,0.68733,0.4422,0.51323,0.21642,2.05507,1.20731,0.57967,5.03424e-06,5.03424e-06,5.03424e-06,D:\OBM\CODES\AutoSEG\runs\detect\train3\results.csv
100,420.517,7.66877,2.533,1.6473,0.43794,0.21211,0.24012,0.08498,8.66918,2.94272,1.60393,1.24647e-06,1.24647e-06,1.24647e-06,D:\OBM\CODES\AutoSEG\runs\detect\train30\results.csv
17,62.1408,4.58485,0.9247,0.59992,0.47752,0.31672,0.32021,0.10528,5.43082,1.5214,0.57541,0.02928,0.00428,0.00428,D:\OBM\CODES\AutoSEG\runs\detect\train31\results.csv
300,1510.27,4.33227,1.51024,1.64826,0.80193,0.60516,0.70706,0.36599,5.89632,2.0132,1.71747,5.01357e-05,5.01357e-05,5.01357e-05,D:\OBM\CODES\AutoSEG\runs\detect\train33\results.csv
35,76.6568,3.7082,1.89025,1.59929,0.01671,0.02691,0.00943,0.00259,4.29064,10.2994,1.68411,0.00199431,0.00199431,0.00199431,D:\OBM\CODES\AutoSEG\runs\detect\train34\results.csv
668,3457.95,3.84733,0.60479,2.16277,0.81225,0.6307,0.72419,0.37697,5.99548,0.88847,2.26762,0.000649184,0.000649184,0.000649184,D:\OBM\CODES\AutoSEG\runs\detect\train35\results.csv
203,1139.06,2.24946,0.36201,0.549,0.69883,0.50467,0.58375,0.28264,2.97879,0.49809,0.56207,0.00697,0.00697,0.00697,D:\OBM\CODES\AutoSEG\runs\detect\train36\results.csv
100,372.168,2.08846,0.55434,1.1535,0.43599,0.20909,0.22553,0.08139,2.44238,0.59867,1.04001,1.02443e-05,1.02443e-05,1.02443e-05,D:\OBM\CODES\AutoSEG\runs\detect\train37\results.csv
600,4841.23,2.07407,0.55155,0.83749,0.83109,0.66539,0.76974,0.4614,2.09462,0.55103,0.81889,0.000203,0.000203,0.000203,D:\OBM\CODES\AutoSEG\runs\detect\train38\results.csv
300,1599.17,2.6755,1.08883,0.54689,0.42732,0.17298,0.18189,0.05774,2.84505,1.09217,0.5503,0.00103,0.00103,0.00103,D:\OBM\CODES\AutoSEG\runs\detect\train39\results.csv
82,244.761,5.00972,2.00239,1.43219,0.35649,0.28693,0.27902,0.09197,4.9242,1.87908,1.40801,0.000955951,0.000955951,0.000955951,D:\OBM\CODES\AutoSEG\runs\detect\train4\results.csv
5,12.2368,8.37536,14.4902,2.23391,0,0,0,0,4.88337,3.01626,1.20859,0.17214,0.000139992,0.000139992,D:\OBM\CODES\AutoSEG\runs\detect\train40\results.csv
100,422.531,4.38146,1.51921,0.84531,0.46656,0.19948,0.21675,0.07299,4.53937,1.47999,0.81122,0.00109,0.00109,0.00109,D:\OBM\CODES\AutoSEG\runs\detect\train41\results.csv
3,17.9338,2.69536,2.08697,1.09358,0.37014,0.21403,0.19102,0.06036,2.75853,1.51568,0.94083,0.166847,0.000847195,0.000847195,D:\OBM\CODES\AutoSEG\runs\detect\train42\results.csv
1000,5357.51,2.23677,0.5006,0.5435,0.80605,0.60081,0.71533,0.42598,2.53092,0.51798,0.53321,1.999e-05,1.999e-05,1.999e-05,D:\OBM\CODES\AutoSEG\runs\detect\train43\results.csv
1000,4032.76,1.1215,0.49357,0.77841,0.86952,0.67875,0.80287,0.54658,1.60043,0.60377,0.79573,0.000100002,0.000100002,0.000100002,D:\OBM\CODES\AutoSEG\runs\detect\train44\results.csv
600,1854.08,1.91656,1.14333,0.89309,0.66315,0.44591,0.51749,0.22658,2.00472,1.19733,0.87775,2.33e-05,2.33e-05,2.33e-05,D:\OBM\CODES\AutoSEG\runs\detect\train45\results.csv
800,2384.66,1.70876,0.47742,0.88978,0.75562,0.54023,0.62668,0.30652,1.73347,0.48501,0.87349,0.000200007,0.000200007,0.000200007,D:\OBM\CODES\AutoSEG\runs\detect\train46\results.csv
668,2940.14,1.10922,0.50799,0.53323,0.733,0.5427,0.64754,0.3259,1.62736,0.68881,0.55742,0.000675938,0.000675938,0.000675938,D:\OBM\CODES\AutoSEG\runs\detect\train47\results.csv
600,1781.57,1.86116,0.77554,0.56103,0.62935,0.4098,0.46898,0.19934,1.95742,0.8331,0.54937,0.0001015,0.0001015,0.0001015,D:\OBM\CODES\AutoSEG\runs\detect\train48\results.csv
800,3415.11,1.69737,0.4111,1.07425,0.73132,0.47196,0.57498,0.28836,1.59027,0.39363,1.0693,2.00076e-05,2.00076e-05,2.00076e-05,D:\OBM\CODES\AutoSEG\runs\detect\train49\results.csv
37,133.827,5.56203,1.04991,0.60356,0.35122,0.16049,0.14538,0.04468,6.10094,1.27731,0.54847,0.0547279,0.000727901,0.000727901,D:\OBM\CODES\AutoSEG\runs\detect\train5\results.csv
1000,2908.05,3.25321,0.92709,1.09297,0.65255,0.45638,0.53191,0.26608,3.43323,0.92714,1.06754,1.00024e-05,1.00024e-05,1.00024e-05,D:\OBM\CODES\AutoSEG\runs\detect\train50\results.csv
963,2357.89,5.98933,1.448,1.06688,0.52165,0.24217,0.3166,0.12026,7.72987,1.86154,1.04391,6.76156e-05,6.76156e-05,6.76156e-05,D:\OBM\CODES\AutoSEG\runs\detect\train51\results.csv
556,2411.33,4.20981,1.14125,1.11358,0.54415,0.24478,0.30074,0.11968,4.55553,1.19924,1.03033,2.36769e-05,2.36769e-05,2.36769e-05,D:\OBM\CODES\AutoSEG\runs\detect\train52\results.csv
800,3245.88,3.4456,1.92387,2.14991,0.69979,0.47405,0.57773,0.29098,3.40538,1.82527,2.14259,0.000112375,0.000112375,0.000112375,D:\OBM\CODES\AutoSEG\runs\detect\train53\results.csv
75,388.839,6.45309,2.69724,0.98182,0,0,0,0,nan,nan,nan,0.0092674,0.0092674,0.0092674,D:\OBM\CODES\AutoSEG\runs\detect\train54\results.csv
100,401.741,3.08339,0.84521,1.16917,0.69573,0.52015,0.60474,0.29413,3.49855,0.90379,1.11509,3.98e-05,3.98e-05,3.98e-05,D:\OBM\CODES\AutoSEG\runs\detect\train55\results.csv
2,8.98295,2.75259,1.37025,1.21053,0.00896,0.01414,0.0044,0.00091,4.53035,2051.08,1.49495,0.0900988,0.00109876,0.00109876,D:\OBM\CODES\AutoSEG\runs\detect\train56\results.csv
300,1348.34,5.99448,1.83173,2.33104,0.74742,0.58471,0.67796,0.35732,6.89071,1.97567,2.26671,4.33e-06,4.33e-06,4.33e-06,D:\OBM\CODES\AutoSEG\runs\detect\train57\results.csv
294,1634.63,1.71278,0.72148,1.07795,0.72506,0.48008,0.57715,0.28226,1.61332,0.65054,1.07097,0.00056649,0.00056649,0.00056649,D:\OBM\CODES\AutoSEG\runs\detect\train58\results.csv
40,228.396,2.16313,0.56423,1.1385,0.42889,0.26881,0.27117,0.09403,2.55988,0.66871,1.13306,0.001766,0.001766,0.001766,D:\OBM\CODES\AutoSEG\runs\detect\train59\results.csv
38,92.1763,5.44433,1.17584,0.93415,0.0128,0.00426,0.00203,0.00056,10.7009,21.8974,0.88765,0.0506584,0.000658425,0.000658425,D:\OBM\CODES\AutoSEG\runs\detect\train6\results.csv
7,29.801,4.07164,1.93494,1.34326,0,0,0,0,nan,nan,nan,0.161985,0.00198515,0.00198515,D:\OBM\CODES\AutoSEG\runs\detect\train60\results.csv
719,2620.94,4.81459,1.69046,1.1214,0.7127,0.53947,0.62953,0.32334,5.78567,1.94456,1.11496,0.00265343,0.00265343,0.00265343,D:\OBM\CODES\AutoSEG\runs\detect\train61\results.csv
600,3085.58,2.02732,0.8751,2.16388,0.79997,0.56645,0.69586,0.4355,2.52412,1.02787,2.15195,0.0001015,0.0001015,0.0001015,D:\OBM\CODES\AutoSEG\runs\detect\train62\results.csv
65,281.652,3.23909,0.8878,1.17823,0.69089,0.51469,0.58463,0.26465,3.09253,0.82577,1.12538,0.001792,0.001792,0.001792,D:\OBM\CODES\AutoSEG\runs\detect\train63\results.csv
300,657.846,2.20404,1.40286,0.67039,0.43771,0.24945,0.26922,0.09071,2.77288,1.54855,0.59804,0.000500123,0.000500123,0.000500123,D:\OBM\CODES\AutoSEG\runs\detect\train64\results.csv
1000,3404.34,3.32478,1.08342,0.9714,0.71892,0.51936,0.60067,0.27308,4.06503,1.14476,0.90167,5.495e-05,5.495e-05,5.495e-05,D:\OBM\CODES\AutoSEG\runs\detect\train65\results.csv
300,848.487,4.67681,1.42005,0.93747,0.50973,0.31315,0.35832,0.13212,5.38893,1.63616,0.93501,0.000100271,0.000100271,0.000100271,D:\OBM\CODES\AutoSEG\runs\detect\train66\results.csv
800,2577.42,2.11641,0.89641,0.60621,0.50613,0.32304,0.35714,0.13721,2.40153,0.95572,0.58136,0.000100003,0.000100003,0.000100003,D:\OBM\CODES\AutoSEG\runs\detect\train67\results.csv
300,1021.29,5.07927,1.49493,0.64528,0.4492,0.31549,0.32653,0.11933,5.66078,1.65031,0.64522,1.02739e-06,1.02739e-06,1.02739e-06,D:\OBM\CODES\AutoSEG\runs\detect\train68\results.csv
1000,4390.66,6.48255,1.90967,1.15462,0.7774,0.59995,0.69547,0.37848,6.57958,1.8597,1.12881,1.099e-05,1.099e-05,1.099e-05,D:\OBM\CODES\AutoSEG\runs\detect\train69\results.csv
127,261.064,6.48221,1.43549,1.33551,0.29057,0.20909,0.18158,0.04932,6.67462,1.55868,1.2396,0.000844075,0.000844075,0.000844075,D:\OBM\CODES\AutoSEG\runs\detect\train7\results.csv
16,64.3049,4.51796,1.07773,1.18079,0.18422,0.08677,0.05912,0.01669,5.80003,2.01743,1.14528,0.000799141,0.000799141,0.000799141,D:\OBM\CODES\AutoSEG\runs\detect\train70\results.csv
600,4268.76,6.14891,0.79514,1.69548,0.77348,0.59171,0.68642,0.36598,6.95592,0.87001,1.70199,1.00685e-06,1.00685e-06,1.00685e-06,D:\OBM\CODES\AutoSEG\runs\detect\train71\results.csv
6,31.1394,3.93812,5.08125,0.93919,0,0,0,0,nan,nan,nan,0.167699,0.00169885,0.00169885,D:\OBM\CODES\AutoSEG\runs\detect\train73\results.csv
300,3255.09,2.59531,0.76662,0.8128,0.82754,0.58361,0.68981,0.38099,2.79116,0.79839,0.80918,8.66e-06,8.66e-06,8.66e-06,D:\OBM\CODES\AutoSEG\runs\detect\train74\results.csv
513,1949.96,2.78568,0.35517,0.54364,0.75687,0.57139,0.65805,0.3314,3.41036,0.42153,0.55611,0.00116,0.00116,0.00116,D:\OBM\CODES\AutoSEG\runs\detect\train75\results.csv
300,1317.26,3.88431,0.97847,2.15403,0.72898,0.54091,0.63168,0.30513,6.27522,1.53793,2.23461,2.66e-05,2.66e-05,2.66e-05,D:\OBM\CODES\AutoSEG\runs\detect\train76\results.csv
119,359.447,6.523,2.20142,1.12743,0.60427,0.38001,0.44438,0.17713,7.71669,2.62064,1.13443,0.00664769,0.00664769,0.00664769,D:\OBM\CODES\AutoSEG\runs\detect\train77\results.csv
800,2629.02,1.33709,0.80812,0.5441,0.73673,0.48806,0.59414,0.29891,1.5275,0.86584,0.53319,5.61875e-05,5.61875e-05,5.61875e-05,D:\OBM\CODES\AutoSEG\runs\detect\train78\results.csv
100,228.24,7.4982,1.69828,1.01346,0.049,0.07775,0.03245,0.00777,8.2283,1.97083,0.88022,5.495e-05,5.495e-05,5.495e-05,D:\OBM\CODES\AutoSEG\runs\detect\train79\results.csv
374,1817.04,2.07659,0.49565,1.07648,0.58375,0.2581,0.33079,0.1347,2.05831,0.48263,1.02432,0.00276681,0.00276681,0.00276681,D:\OBM\CODES\AutoSEG\runs\detect\train8\results.csv
100,531.97,2.90276,0.79176,1.17107,0.69513,0.51798,0.58324,0.26938,3.06337,0.77623,1.1297,9.95e-05,9.95e-05,9.95e-05,D:\OBM\CODES\AutoSEG\runs\detect\train80\results.csv
300,897.118,5.30551,0.69199,0.96313,0.54702,0.37286,0.42101,0.16458,4.89827,0.63281,0.98786,0.000100271,0.000100271,0.000100271,D:\OBM\CODES\AutoSEG\runs\detect\train81\results.csv
5,21.4434,6.03572,1.34977,0.88808,0.29257,0.12397,0.10383,0.0292,6.53115,3.29509,0.83955,0.00027832,0.00027832,0.00027832,D:\OBM\CODES\AutoSEG\runs\detect\train82\results.csv
19,64.8976,8.40714,1.34367,1.83303,0,0,0,0,11.6112,6.79497,3.45023,0.00109483,0.00109483,0.00109483,D:\OBM\CODES\AutoSEG\runs\detect\train83\results.csv
727,3463.07,1.33257,0.80037,0.53558,0.70697,0.47464,0.57978,0.26664,1.80212,1.03621,0.54445,0.00182342,0.00182342,0.00182342,D:\OBM\CODES\AutoSEG\runs\detect\train84\results.csv
100,264.285,4.57759,1.22852,1.05817,0.33795,0.25714,0.24111,0.07647,5.10756,1.37261,1.00454,5.12213e-05,5.12213e-05,5.12213e-05,D:\OBM\CODES\AutoSEG\runs\detect\train85\results.csv
242,837.63,1.73716,0.49545,1.12551,0.6514,0.4138,0.47835,0.20195,1.95087,0.51926,1.09477,0.00145775,0.00145775,0.00145775,D:\OBM\CODES\AutoSEG\runs\detect\train86\results.csv
13,60.0521,3.41323,0.70535,0.65912,0.39483,0.25563,0.23929,0.08051,4.45181,0.79932,0.58696,0.0313667,0.000366671,0.000366671,D:\OBM\CODES\AutoSEG\runs\detect\train87\results.csv
101,409.604,8.97615,2.36165,1.17104,0.39259,0.17542,0.18861,0.05804,9.7851,2.42214,1.09329,0.001775,0.001775,0.001775,D:\OBM\CODES\AutoSEG\runs\detect\train88\results.csv
564,2182.33,2.83136,0.47706,1.14114,0.64511,0.44397,0.5089,0.22866,3.20118,0.46887,1.093,0.00104674,0.00104674,0.00104674,D:\OBM\CODES\AutoSEG\runs\detect\train89\results.csv
800,3600.69,6.88203,1.82353,1.65623,0.70233,0.4654,0.56957,0.29165,7.08237,1.89283,1.62449,0.000100038,0.000100038,0.000100038,D:\OBM\CODES\AutoSEG\runs\detect\train9\results.csv
300,1638.14,3.64532,1.48399,2.2074,0.71376,0.52952,0.62098,0.32076,3.37883,1.42224,2.20835,0.000133,0.000133,0.000133,D:\OBM\CODES\AutoSEG\runs\detect\train90\results.csv
300,1350.45,2.68621,0.44688,0.85938,0.68774,0.42669,0.51854,0.24445,2.94663,0.46888,0.81585,0.000133,0.000133,0.000133,D:\OBM\CODES\AutoSEG\runs\detect\train91\results.csv
800,4035.75,0.73524,0.47443,0.78221,0.83193,0.63289,0.76109,0.51168,0.97043,0.57297,0.7869,0.00020225,0.00020225,0.00020225,D:\OBM\CODES\AutoSEG\runs\detect\train93\results.csv
800,3663.88,3.54084,0.42126,0.80161,0.66147,0.4673,0.53741,0.252,3.82452,0.44751,0.81271,2.0077e-06,2.0077e-06,2.0077e-06,D:\OBM\CODES\AutoSEG\runs\detect\train94\results.csv
600,14007.2,1.19894,0.33507,0.82621,0.74936,0.56562,0.66526,0.36861,1.36592,0.34948,0.80596,1.00685e-06,1.00685e-06,1.00685e-06,D:\OBM\CODES\AutoSEG\runs\detect\train95\results.csv
300,1151.69,3.89103,1.05892,1.08361,0.57812,0.25961,0.33306,0.13901,4.15334,1.12886,1.00978,1.02739e-06,1.02739e-06,1.02739e-06,D:\OBM\CODES\AutoSEG\runs\detect\train97\results.csv
167,429.37,4.58291,3.28553,0.67676,0.01186,0.01757,0.00632,0.00143,4.47494,4.62048,0.65585,0.00166833,0.00166833,0.00166833,D:\OBM\CODES\AutoSEG\runs\detect\train98\results.csv
1000,2784.07,1.38671,0.90627,0.57902,0.72341,0.507,0.60199,0.27726,1.90799,1.13637,0.59626,5.00122e-05,5.00122e-05,5.00122e-05,D:\OBM\CODES\AutoSEG\runs\detect\train99\results.csv
