epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,4.49285,2.98355,3.32634,0.88581,0.06986,0.0729,0.03829,0.0145,2.97555,3.59536,0.72161,0.0981,0.0001,0.0001
2,7.79567,3.06386,3.15756,0.85115,0.0689,0.07043,0.03755,0.0141,3.00921,3.58328,0.72795,0.09525,0.000249994,0.000249994
3,10.5491,2.62973,2.90192,0.81421,0.06737,0.07029,0.03663,0.01375,3.0319,3.56432,0.7307,0.0924,0.000399961,0.000399961
4,13.2838,3.18117,2.92802,0.73318,0.08635,0.10914,0.04789,0.01558,3.26596,4.29555,0.63768,0.0895499,0.000549878,0.000549878
5,16.6386,2.71981,1.54456,0.65085,0.14047,0.1458,0.06961,0.01842,3.38432,38.3336,0.65185,0.0866997,0.000699724,0.000699724
6,19.8903,2.50489,1.30058,0.63589,0.02165,0.00892,0.00381,0.00109,nan,nan,nan,0.0838495,0.000849476,0.000849476
7,23.0676,2.97638,1.36683,0.62429,0,0,0,0,nan,nan,nan,0.0809991,0.000999112,0.000999112
8,26.2305,2.09985,1.0513,0.63333,0,0,0,0,nan,nan,nan,0.0781486,0.00114861,0.00114861
9,29.375,2.24677,1.05093,0.61672,0,0,0,0,nan,nan,nan,0.0752979,0.00129795,0.00129795
10,32.389,2.43514,1.2006,0.61276,0,0,0,0,nan,nan,nan,0.0724471,0.0014471,0.0014471
11,35.3584,2.49719,1.19435,0.64136,0,0,0,0,nan,nan,nan,0.0695961,0.00159606,0.00159606
12,38.4752,2.48183,1.13507,0.61917,0,0,0,0,nan,nan,nan,0.0667448,0.00174478,0.00174478
13,41.2164,2.18637,1.05529,0.62673,0,0,0,0,nan,nan,nan,0.0638933,0.00189326,0.00189326
14,44.1226,2.11358,1.04597,0.63965,0,0,0,0,nan,nan,nan,0.0610415,0.00204146,0.00204146
15,46.8334,2.4849,1.10946,0.604,0,0,0,0,nan,nan,nan,0.0581894,0.00218938,0.00218938
16,49.5613,2.41915,1.05819,0.59906,0,0,0,0,nan,nan,nan,0.055337,0.00233698,0.00233698
17,52.338,2.45437,1.04751,0.58848,0,0,0,0,nan,nan,nan,0.0524842,0.00248425,0.00248425
18,54.9722,2.70733,1.05172,0.58658,0,0,0,0,nan,nan,nan,0.0496312,0.00263115,0.00263115
19,57.4958,3.08229,1.19018,0.55563,0,0,0,0,nan,nan,nan,0.0467777,0.00277768,0.00277768
20,59.9691,2.52654,1.05984,0.57856,0,0,0,0,nan,nan,nan,0.0439238,0.00292381,0.00292381
21,62.4158,2.41262,1.03111,0.59474,0,0,0,0,nan,nan,nan,0.0410695,0.00306952,0.00306952
22,65.0527,2.26723,0.98479,0.59937,0,0,0,0,nan,nan,nan,0.0382148,0.00321478,0.00321478
23,67.449,2.5285,1.02017,0.58021,0,0,0,0,nan,nan,nan,0.0353596,0.00335958,0.00335958
24,70.0074,2.36663,1.04525,0.61108,0,0,0,0,nan,nan,nan,0.0325039,0.00350389,0.00350389
25,72.548,2.12854,0.97203,0.60788,0,0,0,0,nan,nan,nan,0.0296477,0.00364769,0.00364769
26,75.1412,2.1419,0.97637,0.63912,0,0,0,0,nan,nan,nan,0.026791,0.00379097,0.00379097
27,77.7325,2.75147,1.14293,0.58276,0,0,0,0,nan,nan,nan,0.0239337,0.00393369,0.00393369
28,80.3426,2.1271,0.99159,0.6098,0,0,0,0,nan,nan,nan,0.0210758,0.00407585,0.00407585
29,82.9334,2.44361,0.99501,0.5895,0,0,0,0,nan,nan,nan,0.0182174,0.00421741,0.00421741
30,85.5576,2.25128,0.94364,0.60378,0,0,0,0,nan,nan,nan,0.0153584,0.00435837,0.00435837
31,88.0363,2.50269,1.00854,0.57074,0,0,0,0,nan,nan,nan,0.0124987,0.00449869,0.00449869
32,90.6305,2.51558,1.0676,0.59035,0,0,0,0,nan,nan,nan,0.00963835,0.00463835,0.00463835
33,93.1501,2.41106,1.02085,0.58715,0,0,0,0,nan,nan,nan,0.00677735,0.00477735,0.00477735
34,95.6743,2.16761,0.99454,0.62492,0,0,0,0,nan,nan,nan,0.00486698,0.00486698,0.00486698
35,98.1469,2.2461,1.0198,0.63615,0,0,0,0,nan,nan,nan,0.00485888,0.00485888,0.00485888
36,100.672,2.39748,1.06378,0.58748,0,0,0,0,nan,nan,nan,0.00485056,0.00485056,0.00485056
37,103.114,2.50538,1.02496,0.57757,0,0,0,0,nan,nan,nan,0.004842,0.004842,0.004842
38,105.701,2.26011,0.95943,0.58635,0,0,0,0,nan,nan,nan,0.00483321,0.00483321,0.00483321
39,108.134,2.49462,1.02209,0.56659,0,0,0,0,nan,nan,nan,0.00482419,0.00482419,0.00482419
40,110.684,2.3945,1.00882,0.57881,0,0,0,0,nan,nan,nan,0.00481495,0.00481495,0.00481495
41,113.128,2.13949,0.97063,0.58485,0,0,0,0,nan,nan,nan,0.00480548,0.00480548,0.00480548
42,115.602,2.67732,1.10084,0.53839,0,0,0,0,nan,nan,nan,0.00479578,0.00479578,0.00479578
43,118.142,2.13166,0.94691,0.60618,0,0,0,0,nan,nan,nan,0.00478586,0.00478586,0.00478586
44,120.689,2.2465,0.97155,0.58055,0.01543,0.00069,0.00782,0.00218,nan,nan,nan,0.00477572,0.00477572,0.00477572
45,123.272,2.36656,1.04705,0.57608,0.03198,0.00302,0.01643,0.00402,nan,nan,nan,0.00476535,0.00476535,0.00476535
46,125.969,2.32189,0.95428,0.57864,0.08639,0.05917,0.06034,0.01962,nan,nan,nan,0.00475476,0.00475476,0.00475476
47,128.837,2.15654,0.93889,0.5953,0.22419,0.11917,0.13134,0.04267,nan,nan,nan,0.00474396,0.00474396,0.00474396
48,131.743,1.9658,0.91521,0.60021,0.30875,0.15967,0.18537,0.05742,nan,nan,nan,0.00473293,0.00473293,0.00473293
49,134.648,2.26001,0.96633,0.5623,0.27731,0.14476,0.17329,0.05432,nan,nan,nan,0.00472169,0.00472169,0.00472169
50,137.377,2.25637,0.98384,0.56321,0.35209,0.12466,0.16475,0.05437,nan,nan,nan,0.00471023,0.00471023,0.00471023
51,139.949,2.36288,0.97697,0.56707,0.32196,0.1123,0.16449,0.05794,nan,nan,nan,0.00469856,0.00469856,0.00469856
52,142.761,2.06224,0.91096,0.59291,0.0566,0.00124,0.03055,0.0091,nan,nan,nan,0.00468667,0.00468667,0.00468667
53,145.291,2.19794,0.97599,0.5704,0,0,0,0,nan,nan,nan,0.00467457,0.00467457,0.00467457
54,147.878,2.01487,0.93291,0.59865,0.09197,0.0184,0.05285,0.01981,nan,nan,nan,0.00466226,0.00466226,0.00466226
55,150.454,2.6529,1.04137,0.54776,0.16349,0.03418,0.09853,0.03597,nan,nan,nan,0.00464974,0.00464974,0.00464974
56,153.064,2.38037,0.93204,0.56454,0.29715,0.0729,0.18422,0.07111,nan,nan,nan,0.00463701,0.00463701,0.00463701
57,155.796,2.01735,0.85508,0.57674,0.37866,0.06576,0.2209,0.0869,nan,nan,nan,0.00462407,0.00462407,0.00462407
58,158.687,1.93358,0.8937,0.59112,0.18559,0.0891,0.13829,0.05611,nan,nan,nan,0.00461093,0.00461093,0.00461093
59,161.199,2.11612,0.90116,0.57871,0.07034,0.02595,0.04844,0.01927,nan,nan,nan,0.00459759,0.00459759,0.00459759
60,163.775,1.98372,0.91499,0.58073,0.08118,0.02979,0.05095,0.01729,nan,nan,nan,0.00458404,0.00458404,0.00458404
61,166.477,2.29156,0.97414,0.57245,0.06232,0.03213,0.04524,0.01589,nan,nan,nan,0.00457029,0.00457029,0.00457029
62,169.099,2.22865,1.03808,0.57393,0.00868,0.00055,0.0048,0.00112,nan,nan,nan,0.00455634,0.00455634,0.00455634
63,171.581,2.12757,0.90794,0.56574,0.09434,0.00275,0.04849,0.02075,nan,nan,nan,0.00454219,0.00454219,0.00454219
64,174.342,2.21035,0.92936,0.57764,0.17829,0.02842,0.1028,0.04146,nan,nan,nan,0.00452785,0.00452785,0.00452785
65,176.964,2.53176,1.03094,0.55251,0.39108,0.09734,0.15751,0.05904,nan,nan,nan,0.00451331,0.00451331,0.00451331
66,179.701,2.05717,0.89049,0.57853,0.51299,0.23037,0.26767,0.09726,nan,nan,nan,0.00449858,0.00449858,0.00449858
67,182.672,2.21287,0.92941,0.57063,0.5048,0.2721,0.30784,0.1095,nan,nan,nan,0.00448365,0.00448365,0.00448365
68,185.783,2.35058,0.9921,0.55656,0.56127,0.31082,0.35109,0.13148,nan,nan,nan,0.00446854,0.00446854,0.00446854
69,188.501,2.70107,1.07134,0.52359,0.58552,0.31755,0.37245,0.14293,nan,nan,nan,0.00445324,0.00445324,0.00445324
70,191.395,2.33378,0.94967,0.55949,0.56987,0.30903,0.35395,0.12751,nan,nan,nan,0.00443775,0.00443775,0.00443775
71,193.981,2.12597,0.91981,0.57915,0.55377,0.31796,0.35731,0.12902,nan,nan,nan,0.00442208,0.00442208,0.00442208
72,197.02,2.26032,0.99135,0.5714,0.57396,0.32552,0.3696,0.13482,2.32753,2.18559,0.56662,0.00440622,0.00440622,0.00440622
73,199.784,2.15988,0.88589,0.56157,0.56976,0.30011,0.33994,0.12302,nan,nan,nan,0.00439018,0.00439018,0.00439018
74,202.803,2.16378,0.94662,0.58808,0.56191,0.33237,0.37493,0.13683,nan,nan,nan,0.00437396,0.00437396,0.00437396
75,205.63,1.94499,0.85334,0.58012,0.55882,0.34294,0.38485,0.14001,2.31409,1.33689,0.56845,0.00435756,0.00435756,0.00435756
76,208.346,2.10317,0.9136,0.56696,0.54539,0.34898,0.38407,0.1351,nan,nan,nan,0.00434099,0.00434099,0.00434099
77,211.187,2.37212,0.99117,0.55063,0.53216,0.28364,0.34233,0.12405,nan,nan,nan,0.00432424,0.00432424,0.00432424
78,213.957,2.10428,0.90307,0.56176,0.54445,0.31082,0.35667,0.12936,2.24982,1.1325,0.56982,0.00430732,0.00430732,0.00430732
79,216.754,1.93048,0.87246,0.59164,0.56016,0.32057,0.36756,0.1363,2.24904,1.13201,0.56909,0.00429023,0.00429023,0.00429023
80,219.587,2.21574,0.9236,0.55812,0.54023,0.33844,0.37256,0.13367,2.27951,1.20779,0.56748,0.00427297,0.00427297,0.00427297
81,222.434,2.05801,0.88896,0.57196,0.46918,0.31466,0.32603,0.11638,2.30413,1.2722,0.57028,0.00425554,0.00425554,0.00425554
82,225.358,1.94971,0.84126,0.57174,0.11765,0.1922,0.08497,0.02724,2.96922,2.32405,0.642,0.00423795,0.00423795,0.00423795
83,227.915,1.95799,0.86194,0.56592,0.05328,0.08704,0.03014,0.00929,nan,nan,nan,0.0042202,0.0042202,0.0042202
84,230.736,2.02309,0.88267,0.5585,0.01714,0.02801,0.00882,0.00315,nan,nan,nan,0.00420228,0.00420228,0.00420228
85,233.537,2.15127,0.9084,0.55983,0.01849,0.0302,0.00953,0.00353,nan,nan,nan,0.0041842,0.0041842,0.0041842
86,236.27,2.09108,0.87338,0.57528,0.04235,0.06919,0.02408,0.00975,nan,nan,nan,0.00416597,0.00416597,0.00416597
87,238.91,2.20391,0.92109,0.5619,0.0537,0.08773,0.05185,0.02086,nan,nan,nan,0.00414758,0.00414758,0.00414758
88,241.661,2.11742,0.94254,0.57899,0.47728,0.21595,0.27551,0.09539,nan,nan,nan,0.00412904,0.00412904,0.00412904
89,244.35,2.00617,0.87087,0.57571,0.48704,0.20947,0.27423,0.0968,nan,nan,nan,0.00411035,0.00411035,0.00411035
90,247.182,1.89887,0.83039,0.57962,0.21203,0.30491,0.24163,0.08379,nan,nan,nan,0.00409151,0.00409151,0.00409151
91,249.808,2.22395,0.89042,0.54198,0.57927,0.20811,0.29194,0.10769,nan,nan,nan,0.00407252,0.00407252,0.00407252
92,252.43,2.26579,0.97351,0.54668,0.21195,0.27279,0.21812,0.08408,nan,nan,nan,0.00405338,0.00405338,0.00405338
93,255.243,1.95731,0.82677,0.55686,0.19458,0.24945,0.20771,0.07851,nan,nan,nan,0.00403411,0.00403411,0.00403411
