epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,4.18393,8.41542,23.984,3.35079,0,0,0,0,5.18383,34.4022,1.92515,0.19602,2e-05,2e-05
2,6.56754,8.37699,28.8802,3.26715,0,0,0,0,5.17119,34.4174,1.92077,0.19005,4.99998e-05,4.99998e-05
3,8.82561,10.5391,15.0045,4.24846,0,0,0,0,5.18252,34.4031,1.92511,0.18408,7.99988e-05,7.99988e-05
4,10.8437,3.34247,12.8652,1.47396,0,0,0,0,5.18149,34.3935,1.92515,0.17811,0.000109996,0.000109996
5,12.9895,10.6986,13.6286,3.92172,0,0,0,0,8.04123,5.78097,2.37185,0.17214,0.000139991,0.000139991
6,15.5301,8.20022,8.42747,2.45203,0,0,0,0,10.026,5.99596,2.59648,0.16617,0.000169984,0.000169984
7,17.9033,10.3054,6.46275,2.52068,0,0,0,0,9.26517,5.40189,2.15226,0.1602,0.000199972,0.000199972
8,19.9517,8.49241,5.30191,2.10372,0,0,0,0,8.69211,4.89468,1.71564,0.15423,0.000229957,0.000229957
9,22.3934,7.42795,4.45809,1.77128,0,0,0,0,8.22344,4.50919,1.38184,0.14826,0.000259936,0.000259936
10,25.1334,7.62414,3.9579,1.42697,0,0,0,0,8.02442,4.56164,1.23696,0.14229,0.00028991,0.00028991
11,27.3265,7.54007,3.89896,1.32526,0.00328,0.00535,0.00165,0.0003,8.04307,5.09362,1.2585,0.13632,0.000319877,0.000319877
12,29.8585,7.58994,3.8781,1.29024,0.00193,0.00316,0.00097,0.00022,7.9885,4.30748,1.23475,0.13035,0.000349837,0.000349837
13,31.9731,7.42744,3.58476,1.21959,0.00773,0.01263,0.00396,0.00089,7.98181,4.21148,1.22908,0.12438,0.000379789,0.000379789
14,34.5642,7.12394,3.57114,1.29865,0.00345,0.00563,0.00173,0.00039,8.05854,4.19526,1.22536,0.11841,0.000409733,0.000409733
15,36.6155,7.25856,3.72544,1.23801,0,0,0,0,7.73732,4.51709,1.15099,0.11244,0.000439668,0.000439668
16,38.9495,7.3955,3.86815,1.21922,0,0,0,0,7.77817,4.43734,1.14009,0.10647,0.000469593,0.000469593
17,41.0621,7.31734,3.47472,1.12949,0.00782,0.01277,0.00405,0.00094,7.73395,4.06065,1.12592,0.1005,0.000499507,0.000499507
18,43.2034,7.49503,3.41189,1.09478,0.00496,0.0081,0.00262,0.00052,7.71602,4.20854,1.11891,0.0945294,0.00052941,0.00052941
19,45.2528,7.7188,3.77784,1.05854,0.00336,0.00549,0.00171,0.00041,7.68399,4.21107,1.11272,0.0885593,0.000559301,0.000559301
20,47.3374,7.09372,3.29613,1.11122,0.00193,0.00316,0.00106,0.0002,7.58736,4.38999,1.09668,0.0825892,0.00058918,0.00058918
21,49.2755,7.17054,3.26826,1.13548,0.00445,0.00728,0.00268,0.00051,7.50625,4.39649,1.08147,0.076619,0.000619045,0.000619045
22,51.3729,6.921,3.41034,1.21166,0.00714,0.01167,0.00361,0.00078,7.59101,4.3753,1.09057,0.0706489,0.000648897,0.000648897
23,53.3072,7.19728,3.11423,1.064,0.00143,0.00233,0.00072,0.00016,7.5617,4.2628,1.09366,0.0646787,0.000678733,0.000678733
24,55.3837,6.88298,3.19038,1.22045,0.00824,0.01345,0.00443,0.001,7.57824,4.06342,1.09151,0.0587086,0.000708554,0.000708554
25,57.4591,6.62266,3.1315,1.2233,0.00832,0.01359,0.0044,0.00096,7.57534,4.03799,1.09348,0.0527384,0.00073836,0.00073836
26,59.6169,6.55347,2.8573,1.23418,0.00622,0.01016,0.00329,0.00086,7.55519,4.15986,1.094,0.0467681,0.000768148,0.000768148
27,61.6789,6.92311,2.94438,1.07041,0.00345,0.00563,0.00176,0.00044,7.54428,4.05687,1.09111,0.0407979,0.000797919,0.000797919
28,63.8033,6.56554,2.98787,1.1676,0.00672,0.01098,0.00345,0.00081,7.48415,4.07561,1.09058,0.0348277,0.000827672,0.000827672
29,65.8484,6.81419,2.99548,1.1124,0.00697,0.01139,0.00355,0.00099,7.37816,4.12536,1.08149,0.0288574,0.000857406,0.000857406
30,67.8789,6.53901,2.76642,1.16055,0.01,0.01634,0.00592,0.00154,7.31404,4.27227,1.08102,0.0228871,0.00088712,0.00088712
31,70.0319,6.7965,2.88409,1.1258,0.01101,0.01798,0.00728,0.00197,7.23627,4.21134,1.07352,0.0169168,0.000916815,0.000916815
32,72.1574,6.98163,2.87518,1.0757,0.01151,0.01881,0.00711,0.00257,7.18808,4.24925,1.067,0.0109465,0.000946488,0.000946488
33,74.2526,6.90303,3.0242,1.13056,0.02765,0.04517,0.02024,0.00654,7.1209,3.96865,1.0601,0.00497614,0.00097614,0.00097614
34,76.921,6.41817,2.73901,1.18886,0.01891,0.03089,0.01241,0.00362,7.0752,4.14126,1.06791,0.000995812,0.000995812,0.000995812
35,79.049,6.31195,2.7153,1.24486,0.03193,0.05217,0.02368,0.00745,7.01332,3.96851,1.06547,0.000995554,0.000995554,0.000995554
36,81.1775,6.52979,2.80178,1.16157,0.02756,0.04503,0.0203,0.00576,6.88195,4.03078,1.05165,0.000995289,0.000995289,0.000995289
37,83.1941,6.5725,2.75093,1.12867,0.0279,0.04558,0.02066,0.00578,6.88358,4.04529,1.05242,0.000995017,0.000995017,0.000995017
38,85.2414,6.48964,2.56799,1.08648,0.04563,0.07455,0.03703,0.00927,6.85232,3.64227,1.05209,0.000994737,0.000994737,0.000994737
39,87.2032,6.93084,2.73883,1.03531,0.05689,0.09294,0.04597,0.01082,6.77,3.26545,1.05213,0.000994449,0.000994449,0.000994449
40,89.3024,6.5477,2.79452,1.10862,0.04546,0.07427,0.03609,0.00918,6.79327,3.62269,1.05299,0.000994153,0.000994153,0.000994153
41,91.2593,6.33275,2.57105,1.11713,0.05403,0.08828,0.04188,0.00973,6.76304,3.56415,1.0512,0.00099385,0.00099385,0.00099385
42,93.2804,7.28351,3.11082,1.01219,0.04849,0.07921,0.03173,0.00812,6.90317,3.14089,1.0438,0.00099354,0.00099354,0.00099354
43,95.4251,6.44036,2.50973,1.12933,0.04874,0.07963,0.03466,0.00924,6.85686,3.21896,1.0439,0.000993221,0.000993221,0.000993221
44,97.4239,6.54652,2.73807,1.12596,0.0458,0.07482,0.03151,0.00808,6.78515,3.28696,1.06607,0.000992896,0.000992896,0.000992896
45,99.4853,6.6275,2.88175,1.09238,0.05387,0.088,0.03918,0.01083,6.64034,3.22749,1.04623,0.000992562,0.000992562,0.000992562
46,101.642,6.188,2.4458,1.07918,0.04639,0.07578,0.03557,0.00843,6.92032,3.33862,1.07581,0.000992221,0.000992221,0.000992221
47,103.602,6.04841,2.41116,1.12219,0.03975,0.06494,0.03008,0.00671,7.01396,3.33013,1.08919,0.000991872,0.000991872,0.000991872
