epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,37.8333,4.53622,1.76386,1.13122,0.02471,0.04036,0.01385,0.00526,5.30346,2.68732,0.91849,0.0982,0.0002,0.0002
2,43.3972,4.79955,1.05787,0.9564,0.04664,0.07619,0.02525,0.00683,5.66208,23.1478,0.93426,0.0954992,0.000499175,0.000499175
3,51.2992,4.25611,0.99429,0.97546,0.0505,0.08251,0.02734,0.00912,5.24433,38.5746,0.93989,0.0927974,0.00079736,0.00079736
4,57.1104,4.6695,0.88525,0.93455,0.01625,0.01277,0.00748,0.00244,7.19501,2.56946e+07,1.17022,0.0900946,0.00109455,0.00109455
5,62.498,4.58849,0.76596,0.95201,0,0,0,0,8.49842,2.8293e+06,897.832,0.0873908,0.00139076,0.00139076
6,68.2605,4.42228,0.76304,0.94957,0.00017,0.00027,8e-05,1e-05,8.49583,2.53425e+07,22787.7,0.084686,0.00168598,0.00168598
7,72.9003,5.00684,0.79493,0.90888,0,0,0,0,0,0,0,0.0819802,0.0019802,0.0019802
8,78.3307,3.98609,0.70772,0.95456,0,0,0,0,8.89405,4.61582e+10,1.95206e+07,0.0792734,0.00227343,0.00227343
9,83.2389,4.06122,0.66693,0.92883,0,0,0,0,8.44177,7.61808e+10,2.54679e+07,0.0765657,0.00256568,0.00256568
10,110.359,4.30776,0.81577,0.93363,0,0,0,0,8.44177,8.15118e+10,2.85718e+07,0.0738569,0.00285693,0.00285693
11,115.588,4.24105,0.72036,0.95178,0,0,0,0,0,7.50265e+08,0,0.0711472,0.0031472,0.0031472
12,120.658,4.54049,0.85031,0.91705,0,0,0,0,0,0,0,0.0684365,0.00343648,0.00343648
13,126.044,4.52831,0.73846,0.93565,0,0,0,0,0,0,0,0.0657248,0.00372476,0.00372476
14,155.999,4.02274,0.70744,0.96177,0,0,0,0,0,8.96595e+12,0,0.0630121,0.00401205,0.00401205
15,182.305,4.5689,0.74142,0.91657,0,0,0,0,0,6.65795e+12,0,0.0602984,0.00429836,0.00429836
16,187.382,4.49565,0.83523,0.91287,0,0,0,0,0,3.61831e+10,0,0.0575837,0.00458367,0.00458367
17,206.881,4.79626,0.80612,0.89125,0,0,0,0,0,1.24511e+09,0,0.054868,0.004868,0.004868
18,211.139,4.62991,0.72024,0.87547,0,0,0,0,0,0,0,0.0521513,0.00515133,0.00515133
