epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,4.29661,5.23506,4.57751,1.74236,0.06861,0.06768,0.03733,0.014,5.10675,5.091,1.4473,0.0491,0.0001,0.0001
2,6.61812,4.94144,4.73605,1.62094,0.06687,0.0637,0.03615,0.01358,5.15191,5.08477,1.46066,0.0477493,0.00024925,0.00024925
3,9.1238,5.03534,4.42357,1.63102,0.31077,0.2106,0.16169,0.04529,5.22837,9.69424,1.23562,0.0463976,0.0003976,0.0003976
4,12.0769,4.72408,3.08325,1.3781,0.13217,0.21417,0.12072,0.0348,5.45333,3.20455,1.23096,0.0450451,0.00054505,0.00054505
5,15.0253,4.77377,2.17979,1.30353,0.14324,0.16186,0.07472,0.02088,5.70331,39.47,1.22272,0.0436916,0.0006916,0.0006916
6,17.9862,4.47387,1.78562,1.2983,0,0,0,0,nan,nan,nan,0.0423372,0.00083725,0.00083725
7,21.0283,4.33303,1.62666,1.25871,0,0,0,0,nan,nan,nan,0.040982,0.000982,0.000982
8,23.6031,4.2031,1.58981,1.24059,0,0,0,0,nan,nan,nan,0.0396259,0.00112585,0.00112585
9,26.2845,4.182,1.54355,1.24296,0,0,0,0,nan,nan,nan,0.0382688,0.0012688,0.0012688
10,28.9056,4.04085,1.60166,1.25325,0,0,0,0,nan,nan,nan,0.0369109,0.00141085,0.00141085
11,31.5716,3.98068,1.5525,1.25815,0,0,0,0,nan,nan,nan,0.035552,0.001552,0.001552
12,34.3157,4.47719,1.73594,1.21469,0,0,0,0,nan,nan,nan,0.0341923,0.00169225,0.00169225
13,37.1244,4.69201,1.68117,1.21097,0,0,0,0,nan,nan,nan,0.0328316,0.0018316,0.0018316
14,39.7434,4.05917,1.46848,1.21496,0,0,0,0,nan,nan,nan,0.03147,0.00197005,0.00197005
15,42.3764,4.08695,1.4674,1.22532,0,0,0,0,nan,nan,nan,0.0301076,0.0021076,0.0021076
16,45.0126,4.13983,1.56961,1.20501,0,0,0,0,nan,nan,nan,0.0287443,0.00224425,0.00224425
17,47.6769,4.41209,1.55404,1.21376,0,0,0,0,nan,nan,nan,0.02738,0.00238,0.00238
18,50.3439,3.90006,1.44404,1.23564,0,0,0,0,nan,nan,nan,0.0260149,0.00251485,0.00251485
19,52.7853,3.87562,1.67075,1.20932,0,0,0,0,nan,nan,nan,0.0246488,0.0026488,0.0026488
20,55.3116,3.94892,1.42745,1.18411,0,0,0,0,nan,nan,nan,0.0232818,0.00278185,0.00278185
21,57.7043,3.96474,1.45417,1.22802,0,0,0,0,nan,nan,nan,0.021914,0.002914,0.002914
22,60.3539,4.29832,1.62493,1.24174,0,0,0,0,nan,nan,nan,0.0205453,0.00304525,0.00304525
23,62.9997,4.50318,1.58922,1.19709,0,0,0,0,nan,nan,nan,0.0191756,0.0031756,0.0031756
24,65.5206,3.98539,1.62687,1.20462,0,0,0,0,nan,nan,nan,0.0178051,0.00330505,0.00330505
25,68.0261,3.96402,1.55131,1.20275,0,0,0,0,nan,nan,nan,0.0164336,0.0034336,0.0034336
26,70.7385,3.91219,1.42157,1.18287,0,0,0,0,nan,nan,nan,0.0150612,0.00356125,0.00356125
27,73.4075,3.98865,1.59008,1.16613,0,0,0,0,nan,nan,nan,0.013688,0.003688,0.003688
28,76.3787,4.17422,1.51451,1.16987,0,0,0,0,nan,nan,nan,0.0123139,0.00381385,0.00381385
29,79.0219,3.66253,1.48505,1.22228,0,0,0,0,nan,nan,nan,0.0109388,0.0039388,0.0039388
30,81.8255,3.95742,1.57248,1.14284,0.0001,0.00014,4e-05,0,nan,nan,nan,0.00956285,0.00406285,0.00406285
31,84.4515,3.91218,1.44304,1.19117,0,0,0,0,nan,nan,nan,0.008186,0.004186,0.004186
32,87.0882,3.98924,1.50044,1.18911,0,0,0,0,nan,nan,nan,0.00680825,0.00430825,0.00430825
33,89.7532,4.34875,1.48868,1.14618,0,0,0,0,nan,nan,nan,0.0054296,0.0044296,0.0044296
34,92.5389,3.78059,1.45193,1.20525,0,0,0,0,nan,nan,nan,0.004505,0.004505,0.004505
35,95.2094,3.82874,1.37979,1.16055,0,0,0,0,nan,nan,nan,0.00449,0.00449,0.00449
36,97.9708,3.76913,1.37858,1.16788,0.00056,0.00082,0.00028,3e-05,nan,nan,nan,0.004475,0.004475,0.004475
37,100.525,3.48745,1.33653,1.17186,0.00081,0.00124,0.00048,8e-05,nan,nan,nan,0.00446,0.00446,0.00446
38,103.438,3.79074,1.43698,1.18083,0.0038,0.00618,0.00196,0.00036,nan,nan,nan,0.004445,0.004445,0.004445
39,106.109,3.92821,1.44886,1.19991,0.00706,0.00865,0.00312,0.0007,nan,nan,nan,0.00443,0.00443,0.00443
40,108.859,3.81808,1.44348,1.22692,0.00378,0.00618,0.002,0.00046,8.89616,105.437,7.7166,0.004415,0.004415,0.004415
41,111.466,3.62683,1.46972,1.18015,0.00085,0.00137,0.00047,0.0001,9.31239,inf,7.54153,0.0044,0.0044,0.0044
42,114.168,3.8273,1.43639,1.17264,0.00143,0.00233,0.00072,0.00018,9.27082,70.979,4.24841,0.004385,0.004385,0.004385
43,116.858,3.73809,1.34404,1.19401,0.00067,0.0011,0.00034,7e-05,9.43799,14.6357,3.89117,0.00437,0.00437,0.00437
44,119.703,4.12896,1.46975,1.18528,0.27778,0.15047,0.12966,0.03918,5.065,3.2717,1.28879,0.004355,0.004355,0.004355
45,122.375,3.68495,1.37682,1.18378,0.33921,0.2268,0.20571,0.05999,4.70371,3.03949,1.20017,0.00434,0.00434,0.00434
