epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,5.3814,3.47915,2.5808,1.45175,0.01563,0.02554,0.00963,0.00317,3.81049,3.28478,1.20833,0.048,0.0005,0.0005
2,10.3358,3.28333,1.50951,1.22718,0.06149,0.0464,0.02146,0.00501,3.9417,24.6946,1.23969,0.0456,0.0011,0.0011
3,14.5982,3.49024,1.65994,1.24291,0.00049,0.00069,0.00021,4e-05,4.82552,19535.1,1.62444,0.0432,0.00169997,0.00169997
4,18.3118,3.44263,1.45826,1.26341,0.00093,0.00151,0.00046,0.0001,4.74477,11013,2.30207,0.0407999,0.00229992,0.00229992
5,21.8497,3.5029,1.41018,1.15728,0,0,0,0,0.02846,2.53445e+06,0.11541,0.0383998,0.00289982,0.00289982
6,25.3892,3.11843,1.29891,1.23556,0,0,0,0,5.0893,3.99434e+06,1067.88,0.0359997,0.00349966,0.00349966
7,29.024,3.24897,1.3773,1.23259,0.00025,0.00041,0.00015,3e-05,1.80108,4.45341e+07,4141.06,0.0335994,0.00409943,0.00409943
8,32.5951,3.19618,1.47092,1.25131,0.00084,0.00137,0.00048,0.0001,3.81117,2.55889e+08,54142.9,0.0311991,0.00469911,0.00469911
9,36.0998,3.28985,1.40677,1.20889,0,0,0,0,5.48806,1.19644e+07,14854.8,0.0287987,0.00529869,0.00529869
10,39.5986,3.24514,1.40639,1.20853,0,0,0,0,5.88804,1.577e+06,3143.49,0.0263982,0.00589816,0.00589816
11,43.0932,3.05418,1.46292,1.2233,0,0,0,0,5.97313,849762,2162.35,0.0239975,0.0064975,0.0064975
12,46.4798,3.40791,1.54161,1.17195,0,0,0,0,5.43987,1.84734e+06,8274.09,0.0215967,0.00709669,0.00709669
13,50.0553,3.208,1.41769,1.20543,0,0,0,0,5.45653,1.14749e+06,4312.37,0.0191957,0.00769573,0.00769573
14,53.4857,3.33336,1.48316,1.15747,0,0,0,0,5.30936,1.66323e+06,1450.24,0.0167946,0.0082946,0.0082946
15,56.8765,3.4946,1.48274,1.13034,0,0,0,0,5.61042,738652,1222.64,0.0143933,0.00889328,0.00889328
16,60.3495,3.43327,1.47093,1.12297,0,0,0,0,5.35676,43828.1,545.009,0.0119918,0.00949177,0.00949177
17,63.7928,3.15701,1.31029,1.16631,0,0,0,0,5.4133,96299.7,312.643,0.00999014,0.00999014,0.00999014
18,67.3051,3.04035,1.28929,1.22616,0,0,0,0,5.5504,186333,238.227,0.00998887,0.00998887,0.00998887
19,70.6098,3.30807,1.33125,1.13302,0,0,0,0,5.44707,161431,219.204,0.00998753,0.00998753,0.00998753
20,74.069,3.19046,1.31751,1.16965,0,0,0,0,3.90262,15908.9,103.512,0.0099861,0.0099861,0.0099861
21,77.4198,3.10672,1.33246,1.18565,0,0,0,0,3.31508,10470.6,72.4079,0.0099846,0.0099846,0.0099846
22,80.8305,3.49885,1.42449,1.01606,0,0,0,0,5.53457,34955.1,217.732,0.00998302,0.00998302,0.00998302
23,84.2996,2.86776,1.2704,1.19344,0,0,0,0,5.604,75461.4,179.304,0.00998137,0.00998137,0.00998137
24,87.741,2.92782,1.17885,1.25477,0,0,0,0,5.79688,102880,182.241,0.00997964,0.00997964,0.00997964
25,91.2119,3.04591,1.25964,1.12881,0,0,0,0,5.79687,55532.6,215.848,0.00997783,0.00997783,0.00997783
26,94.7086,2.82458,1.24685,1.23907,0,0,0,0,5.76432,7902.39,111.185,0.00997595,0.00997595,0.00997595
27,98.0263,3.26724,1.30902,1.08813,0,0,0,0,5.02623,4148.41,80.7257,0.00997399,0.00997399,0.00997399
28,101.407,3.15476,1.37465,1.09389,0.00433,0.00288,0.00218,0.00047,4.28587,58.2272,12.4425,0.00997195,0.00997195,0.00997195
29,104.936,3.178,1.32477,1.09914,0.01028,0.00439,0.00529,0.00168,3.78817,15.4362,8.44766,0.00996983,0.00996983,0.00996983
30,108.221,3.04619,1.22191,1.19998,0,0,0,0,0.03675,4.60935,0.14656,0.00996764,0.00996764,0.00996764
31,111.395,2.92598,1.2124,1.14141,0,0,0,0,0.00021,0.00237,0.00105,0.00996538,0.00996538,0.00996538
32,114.556,3.15731,1.38412,1.11858,0,0,0,0,0.85267,2.8928,2.12923,0.00996303,0.00996303,0.00996303
